dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.year
harder 1209,hypoxis,hypoxis goetzei,hypoxis goetzei harms,24,10,1992,298
harder 1322,hypoxis,hypoxis goetzei,hypoxis goetzei harms,29,10,1992,303
wiland 159,hypoxis,hypoxis polystachya,hypoxis polystachya welw. ex baker,2,3,2001,61
wiland 156,hypoxis,hypoxis polystachya,hypoxis polystachya welw. ex baker,2,3,2001,61
wiland 154,hypoxis,hypoxis polystachya,hypoxis polystachya welw. ex baker,1,3,2001,60
wiland 161,hypoxis,hypoxis polystachya,hypoxis polystachya welw. ex baker,2,3,2001,61
laizer 828,ilex,ilex mitis,ilex mitis var. mitis,26,2,2001,57
,impatiens,impatiens,impatiens,15,3,1985,74
gereau 6988,impatiens,impatiens assurgens,impatiens assurgens baker,23,1,2008,23
gereau 5006,impatiens,impatiens oppositifolia,impatiens l.,3,11,1992,308
festo 1991,impatiens,impatiens oppositifolia,impatiens l.,8,6,2005,159
harder 3200,impatiens,impatiens oppositifolia,impatiens l.,17,5,1994,137
nkhoma 190,impatiens,impatiens oppositifolia,impatiens l.,9,5,1994,129
kayombo 5048,imperata,imperata cylindrica,imperata cylindrica (l.) raeusch.,29,10,2005,302
"linden, l van der  422",imperata,imperata cylindrica,imperata cylindrica (l.) raeusch.,21,12,1981,355
kuchar 24318,indigofera,indigofera astragalina,indigofera astragalina dc.,7,4,2001,97
gereau 4352,indigofera,indigofera atriceps,indigofera atriceps subsp. atriceps,19,3,1991,78
harder 3084,indigofera,indigofera atriceps,indigofera atriceps subsp. glandulosissima (r.e. fr.) j.b. gillett,13,5,1994,133
"gereau, re; kayombo, cj  4352",indigofera,indigofera atriceps,indigofera atriceps hook.f. subsp. atriceps,19,3,1991,78
7155,indigofera,indigofera baumiana,indigofera baumiana harms,24,11,1962,328
nawa 113,indigofera,indigofera baumiana,indigofera baumiana harms,24,2,1995,55
259,indigofera,indigofera baumiana,indigofera baumiana harms,27,10,1991,300
schmidt 2468,indigofera,indigofera charlierana,indigofera charlieriana var. charlieriana,5,3,1997,64
mollel 635,indigofera,indigofera colutea,indigofera colutea (burm. f.) merr.,11,6,2001,162
zimba 1037,indigofera,indigofera demissa,indigofera demissa taub.,8,3,1997,67
mollel 743,indigofera,indigofera drepanocarpa,indigofera drepanocarpa taub.,22,12,2001,356
3929,indigofera,indigofera dyeri,indigofera dyeri britten,2,3,1997,61
harder 3929,indigofera,indigofera dyeri,indigofera dyeri var. dyeri,2,3,1997,61
1651,indigofera,indigofera emarginella,indigofera emarginella steud. ex a.rich. var. emarginella,,,,
harder 1382,indigofera,indigofera emarginella,indigofera emarginella var. emarginella,2,11,1992,307
,indigofera,indigofera emarginella,indigofera emarginella,24,5,1987,144
bingham 9963,indigofera,indigofera emarginella,indigofera emarginella steud. ex a. rich.,1,2,1994,32
gereau 3903,indigofera,indigofera emarginella,indigofera emarginella steud. ex a. rich.,6,2,1991,37
"gereau, re; kayombo, cj  3903",indigofera,indigofera emarginella,indigofera emarginella steud. ex a.rich.,6,2,1991,37
gereau 4988,indigofera,indigofera emarginelloides,indigofera emarginelloides j.b. gillett,3,11,1992,308
mollel 780,indigofera,indigofera garckeana,indigofera garckeana vatke,23,12,2001,357
kayombo 5038,indigofera,indigofera hirsuta,indigofera hirsuta l.,29,10,2005,302
kuchar 22318,indigofera,indigofera lupatana,indigofera lupatana baker f.,31,7,1999,212
,indigofera,indigofera lupatana,indigofera lupatana,26,3,1989,85
mollel 694,indigofera,indigofera lupatana,indigofera lupatana baker f.,15,12,2001,349
kuchar 22328,indigofera,indigofera lupatana,indigofera lupatana baker f.,31,7,1999,212
kuchar 24845,indigofera,indigofera lupatana,indigofera lupatana baker f.,16,9,2001,259
kuchar 22445,indigofera,indigofera lupatana,indigofera lupatana baker f.,5,9,1999,248
"kayombo, cj; ayubu, j; kibure, oa  6780",indigofera,indigofera lupatana,indigofera lupatana baker f.,10,8,2010,222
kuchar 24319,indigofera,indigofera manyoniensis,indigofera manyoniensis baker f.,7,4,2001,97
"bingham, mg  9146",indigofera,indigofera monantha,indigofera monantha baker f.,18,4,1993,108
1646,indigofera,indigofera paniculata,indigofera paniculata vahl ex pers. subsp. gazensis (baker f.) j.b. gillett,,,,
kibure 876,indigofera,indigofera paniculata,indigofera paniculata subsp. paniculata,24,4,2003,114
kuchar 23746,indigofera,indigofera paucistrigosa,indigofera paucistrigosa j.b. gillett,7,5,2000,128
kindeketa 915,indigofera,indigofera paucistrigosa,indigofera paucistrigosa j.b. gillett,25,5,2001,145
kindeketa 920,indigofera,indigofera paucistrigosa,indigofera paucistrigosa j.b. gillett,10,6,2001,161
mollel 734,indigofera,indigofera paucistrigosa,indigofera paucistrigosa j.b. gillett,16,12,2001,350
8651,indigofera,indigofera polysphaera,indigofera polysphaera baker,24,5,1964,145
kindeketa 1390,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,8,12,2001,342
mollel 674,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,15,12,2001,349
mollel 608,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,13,6,2001,164
kuchar 24951,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,3,11,2001,307
kuchar 22101,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,8,6,1999,159
kuchar 22258,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,25,7,1999,206
harder 1325,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,29,10,1992,303
mboya 418,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,3,7,2001,184
laizer 1227,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa var. rhynchocarpa,1,6,2005,152
"kayombo, cj; ayubu, j; kibure, oa  6779",indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,10,8,2010,222
mollel 601,indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,13,6,2001,164
"kayombo, cj; wimbe, e  6991",indigofera,indigofera rhynchocarpa,indigofera rhynchocarpa welw. ex baker,2,9,2011,245
1283,indigofera,indigofera sanguinea,indigofera sanguinea n. e. br.,28,10,1992,302
3940,indigofera,indigofera setiflora,indigofera setiflora baker,2,3,1997,61
harder 3965,indigofera,indigofera setiflora,indigofera setiflora baker,9,3,1997,68
harder 3940,indigofera,indigofera setiflora,indigofera setiflora baker,2,3,1997,61
gereau 3904,indigofera,indigofera subulifera,indigofera subulifera welw. ex baker,6,2,1991,37
"gereau, re; kayombo, cj  3904",indigofera,indigofera subulifera,indigofera subulifera welw. ex baker,6,2,1991,37
schmidt 1264,indigofera,indigofera sutherlandioides,indigofera sutherlandioides welw. ex baker,30,11,1993,334
nkhoma 84,indigofera,indigofera sutherlandioides,indigofera sutherlandioides welw. ex baker,1,12,1993,335
harder 1283,indigofera,indigofera sutherlandioides,indigofera sutherlandioides welw. ex baker,28,10,1992,302
kuchar 25223,indigofera,indigofera tanganyikensis,indigofera tanganyikensis var. tanganyikensis,17,3,2002,76
kuchar 22446,indigofera,indigofera tanganyikensis,indigofera tanganyikensis var. tanganyikensis,5,9,1999,248
kuchar 24050,indigofera,indigofera tanganyikensis,indigofera tanganyikensis var. tanganyikensis,8,8,2001,220
kuchar 23058,indigofera,indigofera tanganyikensis,indigofera tanganyikensis var. tanganyikensis,21,2,2000,52
mboya 368,indigofera,indigofera tanganyikensis,indigofera tanganyikensis var. tanganyikensis,19,6,2001,170
gereau 4373,indigofera,indigofera trachyphylla,indigofera trachyphylla benth. ex oliv.,19,3,1991,78
nkhoma 250,indigofera,indigofera trachyphylla,indigofera trachyphylla benth. ex oliv.,24,5,1994,144
smith 239,indigofera,indigofera trita,indigofera l.,16,2,1994,47
zimba 1057,indigofera,indigofera trita,indigofera l.,8,3,1997,67
schmidt 1457,indigofera,indigofera trita,indigofera l.,22,5,1994,142
mboya 359,indigofera,indigofera trita,indigofera trita var. subulata (vahl ex poir.) ali,19,6,2001,170
mwangoka 6253,indigofera,indigofera trita,indigofera l.,4,7,2009,185
mboya 291,indigofera,indigofera trita,indigofera l.,12,6,2001,163
smith 12,indigofera,indigofera trita,indigofera l.,,,,
schmidt 2469,indigofera,indigofera trita,indigofera l.,5,3,1997,64
smith 260,indigofera,indigofera trita,indigofera l.,25,2,1994,56
bingham 9976,indigofera,indigofera trita,indigofera l.,4,2,1994,35
kuchar 23057,indigofera,indigofera trita,indigofera trita var. scabra (roth) ali,21,2,2000,52
bingham 9977,indigofera,indigofera trita,indigofera l.,4,2,1994,35
smith 154,indigofera,indigofera trita,indigofera l.,29,1,1994,29
zimba 1060,indigofera,indigofera varia,indigofera varia e. mey.,8,3,1997,67
mollel 597,indigofera,indigofera vohemarensis,indigofera vohemarensis baill.,13,6,2001,164
harder 1210,indigofera,indigofera wentzeliana,indigofera wentzeliana harms,24,10,1992,298
"kayombo, cj; wimbe, e  6992",inula,inula glomerata,inula glomerata oliv. & hiern,2,9,2011,245
schmidt 2433,ipomoea,ipomoea aquatica,ipomoea aquatica forssk.,5,3,1997,64
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2433",ipomoea,ipomoea aquatica,ipomoea aquatica forssk.,5,3,1997,64
schmidt 2523,ipomoea,ipomoea barteri,ipomoea barteri baker,18,3,1997,77
kuchar 24570,ipomoea,ipomoea bullata,ipomoea bullata oliv.,12,5,2001,132
mollel 806,ipomoea,ipomoea cairica,ipomoea cairica (l.) sweet,24,12,2001,358
harder 3260,ipomoea,ipomoea chrysochaetia,ipomoea chrysochaetia hallier f.,29,5,1994,149
kuchar 24855,ipomoea,ipomoea cicatricosa,ipomoea cicatricosa baker,22,9,2001,265
mboya 367,ipomoea,ipomoea crepidiformis,ipomoea crepidiformis hallier f.,19,6,2001,170
kindeketa 919,ipomoea,ipomoea crepidiformis,ipomoea crepidiformis hallier f.,10,6,2001,161
mollel 698,ipomoea,ipomoea crepidiformis,ipomoea crepidiformis hallier f.,15,12,2001,349
de nevers 3377,ipomoea,ipomoea eriocarpa,ipomoea eriocarpa r. br.,1,5,1984,122
nkhoma 258,ipomoea,ipomoea eriocarpa,ipomoea eriocarpa r. br.,24,5,1994,144
"nevers, g de; charnley, s  3377",ipomoea,ipomoea eriocarpa,ipomoea eriocarpa r.br.,1,5,1984,122
"bulaimu, j  402",ipomoea,ipomoea fulvicaulis,ipomoea fulvicaulis (hochst. ex choisy) boiss. ex hallier f.,12,2,1972,43
kuchar 25044,ipomoea,ipomoea grantii,ipomoea grantii oliv.,9,1,2002,9
mollel 624,ipomoea,ipomoea involucrata,ipomoea involucrata p. beauv.,13,6,2001,164
kindeketa 929,ipomoea,ipomoea involucrata,ipomoea involucrata var. involucrata,10,6,2001,161
kuchar 22441,ipomoea,ipomoea kituiensis,ipomoea kituiensis vatke,5,9,1999,248
kindeketa 1016,ipomoea,ipomoea kituiensis,ipomoea kituiensis vatke,12,6,2001,163
kindeketa 1274,ipomoea,ipomoea kituiensis,ipomoea kituiensis var. kituiensis,4,7,2001,185
24855,ipomoea,ipomoea kituiensis,ipomoea kituiensis,22,9,2001,265
de nevers 3191,ipomoea,ipomoea lapathifolia,ipomoea lapathifolia hallier f.,3,4,1984,94
gereau 4365,ipomoea,ipomoea linosepala alpina,ipomoea alpina rendle,19,3,1991,78
de nevers 3202,ipomoea,ipomoea mombassana,ipomoea mombassana vatke,3,4,1984,94
,ipomoea,ipomoea obscura,ipomoea obscura,26,3,1989,85
kuchar 24854,ipomoea,ipomoea obscura,ipomoea obscura (l.) ker gawl.,22,9,2001,265
schmidt 2551,ipomoea,ipomoea obscura,ipomoea obscura var. sagittifolia verdc.,18,3,1997,77
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2551",ipomoea,ipomoea obscura,ipomoea obscura (l.) ker gawl. var. sagittifolia verdc.,18,3,1997,77
kuchar 24490,ipomoea,ipomoea pileata,ipomoea pileata roxb.,29,4,2001,119
mkeya 1107,ipomoea,ipomoea prismatosyphon,ipomoea prismatosyphon welw.,5,12,1998,339
schmidt 1174,ipomoea,ipomoea prismatosyphon,ipomoea prismatosyphon welw.,14,11,1993,318
harder 1220,ipomoea,ipomoea prismatosyphon,ipomoea prismatosyphon welw.,24,10,1992,298
kuchar 24783,ipomoea,ipomoea shirambensis,ipomoea shirambensis baker,8,9,2001,251
kuchar 24837,ipomoea,ipomoea shirambensis,ipomoea shirambensis baker,15,9,2001,258
kuchar 24853,ipomoea,ipomoea sinensis,ipomoea sinensis (desr.) choisy,22,9,2001,265
de nevers 3243,ipomoea,ipomoea sinensis,ipomoea sinensis (desr.) choisy,11,4,1984,102
schmidt 1146,ipomoea,ipomoea welwitschii,ipomoea welwitschii vatke ex hallier f.,9,11,1993,313
"maesen, ljg van der; maroyi, a  8496",,iridaceae,iridaceae,29,12,2010,363
,ischaemum,ischaemum,ischaemum,,,,
5326,ischaemum,ischaemum koenigii,ischaemum fasciculatum brongn.,2,6,2008,154
harder 1278,isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,28,10,1992,302
schmidt 1460,isoberlinia,isoberlinia angolensis,isoberlinia angolensis var. lasiocalyx hoyle & brenan,22,5,1994,142
harder 1979,isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,19,11,1993,323
schmidt 1448,isoberlinia,isoberlinia angolensis,isoberlinia angolensis var. lasiocalyx hoyle & brenan,22,5,1994,142
"harder, dk; gereau, re; kayombo, cj  1278",isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,28,10,1992,302
"kukkonen, itk  13462",isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,31,1,1988,31
,isoberlinia,isoberlinia angolensis,isoberlinia angolensis,27,3,1985,86
"harder, dk; gereau, re; kayombo, cj  1278",isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,28,10,1992,302
"harder, dk; gereau, re; kayombo, cj  1278",isoberlinia,isoberlinia angolensis,isoberlinia angolensis (welw. ex benth.) hoyle & brenan,28,10,1992,302
bingham 8679,isoberlinia,isoberlinia doka,isoberlinia craib & stapf ex holland,23,11,1992,328
"breteler, fj  11861",isoberlinia,isoberlinia tomentosa,isoberlinia tomentosa (harms) craib & stapf,18,11,1992,323
"breteler, fj  11861",isoberlinia,isoberlinia tomentosa,isoberlinia tomentosa (harms) craib & stapf,18,11,1992,323
"breteler, fj  11861",isoberlinia,isoberlinia tomentosa,isoberlinia tomentosa (harms) craib & stapf,18,11,1992,323
,ixora,ixora narcissodora,ixora narcissodora,28,3,1985,87
gereau 5146,ixora,ixora narcissodora,ixora narcissodora k. schum.,23,11,1992,328
mwangoka 2984,ixora,ixora narcissodora,ixora narcissodora k. schum.,19,6,2002,170
schmidt 2450,jacquemontia,jacquemontia tamnifolia,jacquemontia tamnifolia (l.) griseb.,5,3,1997,64
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2450",jacquemontia,jacquemontia tamnifolia,jacquemontia tamnifolia (l.) griseb.,5,3,1997,64
de nevers 3379,jacquemontia,jacquemontia tamnifolia,jacquemontia tamnifolia (l.) griseb.,1,5,1984,122
kuchar 22899,jasminum,jasminum azoricum,jasminum l.,29,1,2000,29
mollel 642,jasminum,jasminum azoricum,jasminum l.,15,6,2001,166
kuchar 23069,jasminum,jasminum azoricum,jasminum l.,21,2,2000,52
gereau 3835,jasminum,jasminum azoricum,jasminum l.,3,2,1991,34
kindeketa 1035,jasminum,jasminum azoricum,jasminum l.,12,6,2001,163
goldblatt 8272,jasminum,jasminum azoricum,jasminum l.,25,11,1986,329
mollel 713,jasminum,jasminum streptopus,jasminum streptopus e. mey. ex dc.,16,12,2001,350
kuchar 22124,jasminum,jasminum streptopus,jasminum biflorum knobl.,8,6,1999,159
kuchar 22743,jasminum,jasminum streptopus,jasminum biflorum knobl.,22,1,2000,22
gereau 7007,jasminum,jasminum streptopus,jasminum streptopus e. mey. ex dc.,23,1,2008,23
kindeketa 1149,jasminum,jasminum streptopus,jasminum streptopus e. mey. ex dc.,18,6,2001,169
kuchar 22816,jasminum,jasminum streptopus,jasminum biflorum knobl.,27,1,2000,27
692,jatropha,jatropha curcas,jatropha curcas,15,6,2001,166
mollel 692,jatropha,jatropha curcas,jatropha curcas l.,15,12,2001,349
mwangoka 4239,julbernardia,julbernardia brieyi,julbernardia pellegr.,23,8,2005,235
1776,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,20,6,1998,171
harder 3171,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,17,5,1994,137
kindeketa 1383,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,8,12,2001,342
"bingham, mg  7750",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,6,1991,164
1533,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,14,5,1994,134
4924,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,30,11,2006,334
kuchar 21958,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,5,1999,133
lovett 457,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,17,6,1991,168
mollel 590,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,6,2001,164
kindeketa 1142,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,16,6,2001,167
kindeketa 947,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,10,6,2001,161
kuchar 23631,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,30,4,2000,121
kuchar 22325,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,31,7,1999,212
kindeketa 1153,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,6,2001,169
kuchar 21967,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,5,1999,133
kindeketa 1146,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,6,2001,169
kindeketa 1141,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,16,6,2001,167
harder 3136,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,16,5,1994,136
"bingham, mg  7750",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,6,1991,164
kindeketa 933,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,10,6,2001,161
bingham 8675,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,23,11,1992,328
kindeketa 1144,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,6,2001,169
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2554",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,3,1997,77
kuchar 22290,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,25,7,1999,206
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2554",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,3,1997,77
kindeketa 1101,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,15,6,2001,166
kibure 893,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,24,4,2003,114
"schmidt, hh; harder, dk; zimba, nb; luwiika, b  2554",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,3,1997,77
"kayombo, cj; wimbe, e  7002",julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,2,9,2011,245
kindeketa 1145,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,6,2001,169
kuchar 23842,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,4,6,2000,156
schmidt 2554,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,18,3,1997,77
luke 10101,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,13,12,2003,347
bingham 8678,julbernardia,julbernardia paniculata,julbernardia paniculata troupin,23,11,1992,328
nkhoma 182,julbernardia,julbernardia paniculata,julbernardia paniculata troupin,9,5,1994,129
schmidt 1435,julbernardia,julbernardia paniculata,julbernardia paniculata troupin,22,5,1994,142
,justicia,justicia anagalloides,justicia anagalloides,23,11,1986,327
,justicia,justicia anagalloides,justicia anagalloides,9,3,1989,68
22320,justicia,justicia betonica,justicia betonica l.,31,7,1999,212
mboya 261,justicia,justicia betonica,justicia betonica l.,12,6,2001,163
kibure 888,justicia,justicia betonica,justicia betonica l.,24,4,2003,114
kuchar 22320,justicia,justicia betonica,justicia betonica l.,31,7,1999,212
kuchar 23023,justicia,justicia betonica,justicia betonica l.,21,2,2000,52
"strid, pak  2814",justicia,justicia betonica,justicia betonica l.,12,2,1973,43
kindeketa 1069,justicia,justicia debilis,monechma debile (forssk.) nees,13,6,2001,164
de nevers 3234,justicia,justicia debilis,monechma debile (forssk.) nees,11,4,1984,102
kindeketa 924,justicia,justicia debilis,monechma debile (forssk.) nees,10,6,2001,161
mollel 602,justicia,justicia debilis,monechma debile (forssk.) nees,13,6,2001,164
,justicia,justicia debilis,monechma debile,13,3,1985,72
schmidt 2472,justicia,justicia debilis,monechma debile (forssk.) nees,5,3,1997,64
"malaisse, f; goetghebeur, p  460",justicia,justicia depauperata,monechma depauperatum (t.anderson) c.b.clarke,5,5,1985,125
"malaisse, f; goetghebeur, p  1050",justicia,justicia elegantula,justicia elegantula s.moore,22,5,1985,142
"malaisse, f; goetghebeur, p  1051",justicia,justicia elegantula,justicia elegantula s.moore,22,5,1985,142
1051,justicia,justicia elegantula,justicia elegantula,22,5,1985,142
1050,justicia,justicia elegantula,justicia elegantula,22,5,1985,142
,justicia,justicia exigua,justicia exigua,9,4,1985,99
,justicia,justicia flava,justicia flava,27,3,1985,86
,justicia,justicia flava,justicia flava,25,3,1985,84
mollel 738,justicia,justicia flava,justicia flava (forssk.) vahl,16,12,2001,350
kuchar 24561,justicia,justicia heterocarpa,justicia heterocarpa t. anderson,12,5,2001,132
zimba 970,justicia,justicia heterocarpa,justicia heterocarpa t. anderson,23,2,1997,54
12563,justicia,justicia linearispica,justicia linearispica c.b.clarke,31,8,2002,243
,justicia,justicia linearispica,justicia linearispica,23,5,1987,143
lock 88/87,justicia,justicia migeodii,justicia migeodii (s. moore) v.a.w. graham,17,11,1988,322
,justicia,justicia mollugo,justicia mollugo,15,3,1985,74
,justicia,justicia mollugo,justicia mollugo,23,5,1987,143
13376,justicia,justicia mollugo,justicia mollugo c.b.clarke,11,3,2008,71
,justicia,justicia nyassana,justicia nyassana,30,3,1985,89
"malaisse, f; goetghebeur, p  935",justicia,justicia nyassana,justicia nyassana lindau,18,5,1985,138
,justicia,justicia nyassana,justicia nyassana,30,3,1985,89
974,justicia,justicia nyassana,justicia nyassae,19,5,1985,139
,justicia,justicia odora,justicia odora,9,4,1985,99
,justicia,justicia phyllostachys,justicia phyllostachys,13,3,1985,72
nkhoma 325,justicia,justicia phyllostachys,justicia phyllostachys c.b. clarke,25,5,1994,145
nkhoma 261,justicia,justicia phyllostachys,justicia phyllostachys c.b. clarke,24,5,1994,144
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  261",justicia,justicia phyllostachys,justicia phyllostachys c.b.clarke,24,5,1994,144
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  325",justicia,justicia phyllostachys,justicia phyllostachys c.b.clarke,25,5,1994,145
schmidt 1175,justicia,justicia ruwenzoriensis,justicia ruwenzoriensis c.b. clarke,14,11,1993,318
kuchar 22894,justicia,justicia spinosa,justicia l.,29,1,2000,29
mwangoka 6257,justicia,justicia striata,justicia striata (klotzsch) bullock,4,7,2009,185
"schmidt, hh; et al.  1356",justicia,justicia striata,justicia striata (klotzsch) bullock,14,5,1994,134
"maesen, ljg van der; maroyi, a  8623",kaempferia,kaempferia,kaempferia  l.,5,1,2011,5
de nevers 3204,kaempferia,kaempferia rosea,kaempferia rosea schweinf. ex baker,3,4,1984,94
"kayombo, cj; ayubu, j; kibure, oa  6783",kalanchoe,kalanchoe,kalanchoe  adans.,10,8,2010,222
harder 4000,kalanchoe,kalanchoe bouvetii,kalanchoe adans.,9,3,1997,68
kuchar 23761,kalanchoe,kalanchoe bouvetii,kalanchoe adans.,21,5,2000,142
harder 3197,kalanchoe,kalanchoe bouvetii,kalanchoe adans.,17,5,1994,137
kuchar 24637,kalanchoe,kalanchoe bouvetii,kalanchoe adans.,27,5,2001,147
302,kalanchoe,kalanchoe densiflora,kalanchoe densiflora,12,6,2001,163
mboya 302,kalanchoe,kalanchoe lanceolata,kalanchoe lanceolata (forssk.) pers.,12,6,2001,163
,kalanchoe,kalanchoe lateritia,kalanchoe lateritia,13,2,1993,44
,kalanchoe,kalanchoe prittwitzii,kalanchoe prittwitzii,13,2,1993,44
luke 11172,kalanchoe,kalanchoe prittwitzii,kalanchoe prittwitzii engl.,8,6,2005,159
laizer 1236,kalanchoe,kalanchoe prittwitzii,kalanchoe prittwitzii engl.,1,6,2005,152
mwangoka 6250,keetia,keetia gueinzii,keetia gueinzii (sond.) bridson,4,7,2009,185
harder 3105,keetia,keetia gueinzii,keetia gueinzii (sond.) bridson,13,5,1994,133
harder 3144,keetia,keetia gueinzii,keetia gueinzii (sond.) bridson,17,5,1994,137
harder 1914,keetia,keetia gueinzii,keetia gueinzii (sond.) bridson,16,11,1993,320
sallu 118a,keetia,keetia zanzibarica,keetia zanzibarica (klotzsch) bridson,30,10,1998,303
,keetia,keetia zanzibarica,keetia zanzibarica,30,10,1998,303
mwangoka 4258,kigelia,kigelia africana,kigelia africana (lam.) benth.,24,8,2005,236
kuchar 25133,kohautia,kohautia caespitosa caespitosa,kohautia lasiocarpa var. subverticillata (k. schum.) bremek.,27,2,2002,58
kuchar 24070,kohautia,kohautia caespitosa caespitosa,kohautia lasiocarpa var. subverticillata (k. schum.) bremek.,8,8,2001,220
,kohautia,kohautia coccinea,kohautia coccinea,9,5,1972,130
,kohautia,kohautia coccinea,kohautia coccinea,5,4,1989,95
harder 3279,kohautia,kohautia coccinea,kohautia coccinea royle,29,5,1994,149
nkhoma 297,kohautia,kohautia tenuis,kohautia cham. & schltdl.,25,5,1994,145
,kotschya,kotschya,kotschya,23,5,1987,143
228,kotschya,kotschya aeschynomenoides,kotschya aeschynomenoides (baker) dewit & p.a.duvign.,15,5,1994,135
3116,kotschya,kotschya aeschynomenoides,kotschya aeschynomenoides (baker) dewit & p.a.duvign.,25,4,1989,115
kuchar 24660,kotschya,kotschya capitulifera,kotschya capitulifera var. capitulifera,2,6,2001,153
24660,kotschya,kotschya capitulifera,kotschya capitulifera (welw. ex baker) dewit & p. a. duvign.,2,6,2001,153
11507,kotschya,kotschya carsonii,kotschya carsonii (baker) dewit & p.a. duvign. subsp. carsonii verdc.,23,10,1972,297
10166,kotschya,kotschya carsonii,kotschya carsonii (baker) dewit & p.a. duvign. subsp. carsonii verdc.,24,9,1967,267
harder 3150,kotschya,kotschya carsonii,kotschya carsonii (baker) dewit & p.a. duvign.,17,5,1994,137
harder 1214,kotschya,kotschya carsonii,kotschya carsonii subsp. carsonii,24,10,1992,298
mwangoka 6288,kotschya,kotschya carsonii,kotschya carsonii (baker) dewit & p.a. duvign.,4,7,2009,185
shcp 2,kotschya,kotschya carsonii,kotschya carsonii subsp. carsonii,17,8,2005,229
abeid 2141,kotschya,kotschya carsonii,kotschya carsonii subsp. carsonii,16,8,2005,228
harder 3153,kotschya,kotschya prittwitzii,kotschya prittwitzii (harms) verdc.,17,5,1994,137
