dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
l.3741337,https://data.biodiversitydata.nl/naturalis/specimen/l.3741337,"jolinon, jc  1397",argusia,argusia argentea (l.f.) heine,22,2,1987,53
161009,41269f53-50dd-418c-859d-67e9d6786738,collector number: 578,artocarpus,artocarpus altilis,14,7,1926,195
161009,41269f53-50dd-418c-859d-67e9d6786738,collector number: 578,artocarpus,artocarpus altilis,14,7,1926,195
161010,3a67ae6c-e01c-4eaf-aec1-1b253c0d9c1c,collector number: 578,artocarpus,artocarpus altilis,15,7,1926,196
161010,3a67ae6c-e01c-4eaf-aec1-1b253c0d9c1c,collector number: 578,artocarpus,artocarpus altilis,15,7,1926,196
161013,9b30e3b1-507d-4f8a-a523-c3d8fafe479b,collector number: 579,artocarpus,artocarpus altilis,15,8,1926,227
161019,9e3139fa-1deb-44eb-8751-96ec6c220cef,collector number: 587,artocarpus,artocarpus altilis,15,8,1926,227
161013,9b30e3b1-507d-4f8a-a523-c3d8fafe479b,collector number: 579,artocarpus,artocarpus altilis,15,8,1926,227
161019,9e3139fa-1deb-44eb-8751-96ec6c220cef,collector number: 587,artocarpus,artocarpus altilis,15,8,1926,227
160962,ba62b61f-7b0f-4179-bc7f-bc027d2a6de3,collector number: 558,artocarpus,artocarpus altilis,26,9,1926,269
160962,ba62b61f-7b0f-4179-bc7f-bc027d2a6de3,collector number: 558,artocarpus,artocarpus altilis,26,9,1926,269
160958,8ff837fb-bc13-4b89-b6e5-08b682d0600f,collector number: 558,artocarpus,artocarpus altilis,29,9,1926,272
160959,9cd7264d-c81a-4b1a-877a-e8949c55969b,collector number: 558,artocarpus,artocarpus altilis,29,9,1926,272
160958,8ff837fb-bc13-4b89-b6e5-08b682d0600f,collector number: 558,artocarpus,artocarpus altilis,29,9,1926,272
160959,9cd7264d-c81a-4b1a-877a-e8949c55969b,collector number: 558,artocarpus,artocarpus altilis,29,9,1926,272
160971,cc7cdac5-a6e2-403b-8d3d-2863ace634f1,collector number: 572,artocarpus,artocarpus altilis,15,2,1927,46
160971,cc7cdac5-a6e2-403b-8d3d-2863ace634f1,collector number: 572,artocarpus,artocarpus altilis,15,2,1927,46
160996,badf173e-1f5c-418a-b012-e8d045d85831,collector number: 555,artocarpus,artocarpus altilis,25,3,1927,84
160996,badf173e-1f5c-418a-b012-e8d045d85831,collector number: 555,artocarpus,artocarpus altilis,25,3,1927,84
160974,03c6e540-10ac-47fc-ab8a-2490ce80c822,collector number: 565,artocarpus,artocarpus altilis,15,6,1927,166
160973,e742fe66-cb79-46c5-81b2-32d40066371e,collector number: 565,artocarpus,artocarpus altilis,15,6,1927,166
160974,03c6e540-10ac-47fc-ab8a-2490ce80c822,collector number: 565,artocarpus,artocarpus altilis,15,6,1927,166
160973,e742fe66-cb79-46c5-81b2-32d40066371e,collector number: 565,artocarpus,artocarpus altilis,15,6,1927,166
161008,f5563329-88ed-4093-beaf-55a448aa537e,collector number: 599,artocarpus,artocarpus altilis,20,6,1927,171
161008,f5563329-88ed-4093-beaf-55a448aa537e,collector number: 599,artocarpus,artocarpus altilis,20,6,1927,171
3724877,http://n2t.net/ark:/65665/34f637e6a-cb25-4720-a4ff-1853cc9c0565,201,artocarpus,artocarpus altilis,4,6,1987,155
3724877,http://n2t.net/ark:/65665/34f637e6a-cb25-4720-a4ff-1853cc9c0565,201,artocarpus,artocarpus altilis,4,6,1987,155
160999,8d05098a-5a11-4ee0-bf86-5e92bcb2c75c,collector number: 555 d,artocarpus,artocarpus altilis,5,2,1926,36
160999,8d05098a-5a11-4ee0-bf86-5e92bcb2c75c,collector number: 555 d,artocarpus,artocarpus altilis,5,2,1926,36
160995,d3abe0ce-8352-4f73-bcfb-05667a2ec0a6,collector number: 584 a,artocarpus,artocarpus altilis,10,8,1926,222
160995,d3abe0ce-8352-4f73-bcfb-05667a2ec0a6,collector number: 584 a,artocarpus,artocarpus altilis,10,8,1926,222
161005,1c7087f1-f9a2-4741-8c8f-978e3e749c20,collector number: 555 f,artocarpus,artocarpus altilis,5,2,1927,36
161006,2824b137-2e5c-4915-bf11-b32af7f00d13,collector number: 555 e,artocarpus,artocarpus altilis,5,2,1927,36
161005,1c7087f1-f9a2-4741-8c8f-978e3e749c20,collector number: 555 f,artocarpus,artocarpus altilis,5,2,1927,36
161006,2824b137-2e5c-4915-bf11-b32af7f00d13,collector number: 555 e,artocarpus,artocarpus altilis,5,2,1927,36
160964,dffde9ba-bba4-4707-a773-c5b18e31cd49,collector number: 554,artocarpus,artocarpus altilis,2,5,1927,122
160963,70d7fb2f-0dcc-4351-8da5-23af1c8dfe0f,collector number: 554,artocarpus,artocarpus altilis,2,5,1927,122
160964,dffde9ba-bba4-4707-a773-c5b18e31cd49,collector number: 554,artocarpus,artocarpus altilis,2,5,1927,122
160963,70d7fb2f-0dcc-4351-8da5-23af1c8dfe0f,collector number: 554,artocarpus,artocarpus altilis,2,5,1927,122
160954,33521f66-1320-416f-b15d-78134d2ccb41,collector number: 575,artocarpus,artocarpus altilis,2,7,1927,183
160954,33521f66-1320-416f-b15d-78134d2ccb41,collector number: 575,artocarpus,artocarpus altilis,2,7,1927,183
704428,c625fbc1-019f-4be5-a408-b1891e1ac8bd,collector number: 201,artocarpus,artocarpus altilis,6,4,1987,96
704428,c625fbc1-019f-4be5-a408-b1891e1ac8bd,collector number: 201,artocarpus,artocarpus altilis,6,4,1987,96
40877,80cd56de-7432-4aec-88a5-201906ab2789,1228,artocarpus,artocarpus altilis,12,8,1990,224
40877,80cd56de-7432-4aec-88a5-201906ab2789,1228,artocarpus,artocarpus altilis,12,8,1990,224
3143817,http://n2t.net/ark:/65665/3cf5f29bb-1643-4c25-b569-403264869382,63639,arundo,arundo donax,21,7,1982,202
3143817,http://n2t.net/ark:/65665/3cf5f29bb-1643-4c25-b569-403264869382,63639,arundo,arundo donax,21,7,1982,202
547513,d2512943-36f3-4f6f-894d-ebeb60f04d9d,collector number: 8370,ascarina,ascarina polystachya,10,7,1987,191
547513,d2512943-36f3-4f6f-894d-ebeb60f04d9d,collector number: 8370,ascarina,ascarina polystachya,10,7,1987,191
22333,56a7a1bf-5157-4e0f-8fa0-7095c10aef38,collector number: 38,asclepias,asclepias curassavica,20,6,1967,171
22333,56a7a1bf-5157-4e0f-8fa0-7095c10aef38,collector number: 38,asclepias,asclepias curassavica,20,6,1967,171
1844803,urn:catalog:mo:tropicos:1844803,smith 38,asclepias,asclepias curassavica,20,6,1967,171
1844803,urn:catalog:mo:tropicos:1844803,smith 38,asclepias,asclepias curassavica,20,6,1967,171
744505,c492f1db-1e66-46f8-a7ac-e78ca7b8e88b,collector number: 71,asclepias,asclepias curassavica,8,8,1962,220
744505,c492f1db-1e66-46f8-a7ac-e78ca7b8e88b,collector number: 71,asclepias,asclepias curassavica,8,8,1962,220
bm000864133,cc10f0d6-9d5a-44e4-b89e-e97f6a45a7b4,1947,asplenium,asplenium australasicum,25,12,2003,359
bm000864133,cc10f0d6-9d5a-44e4-b89e-e97f6a45a7b4,1947,asplenium,asplenium australasicum,25,12,2003,359
101155035,urn:catalog:mo:tropicos:101155035,smith 149,asplenium,asplenium falcatum,5,8,1967,217
101155035,urn:catalog:mo:tropicos:101155035,smith 149,asplenium,asplenium falcatum,5,8,1967,217
492722,b66b0dcb-8055-41a3-ad04-c090710c119c,collector number: 4875,asplenium,asplenium gibberosum,13,8,1983,225
492722,b66b0dcb-8055-41a3-ad04-c090710c119c,collector number: 4875,asplenium,asplenium gibberosum,13,8,1983,225
583314,34aceb31-1eec-4cb6-a4c9-fb93ecad34cc,collector number: 2384,asplenium,asplenium gibberosum,20,9,1988,264
583314,34aceb31-1eec-4cb6-a4c9-fb93ecad34cc,collector number: 2384,asplenium,asplenium gibberosum,20,9,1988,264
3352526,http://n2t.net/ark:/65665/302d24da1-f28d-4bbd-a300-10524c2697fc,61050,asplenium,asplenium gibberosum,16,7,1981,197
3352526,http://n2t.net/ark:/65665/302d24da1-f28d-4bbd-a300-10524c2697fc,61050,asplenium,asplenium gibberosum,16,7,1981,197
3087309,http://n2t.net/ark:/65665/319bdb3b3-af69-492b-8d87-72e4c1d47361,4875,asplenium,asplenium gibberosum,13,8,1983,225
3087309,http://n2t.net/ark:/65665/319bdb3b3-af69-492b-8d87-72e4c1d47361,4875,asplenium,asplenium gibberosum,13,8,1983,225
492717,9c789018-59dd-4231-81e7-3298b48e493a,collector number: 4803,asplenium,asplenium gibberosum,10,8,1983,222
492717,9c789018-59dd-4231-81e7-3298b48e493a,collector number: 4803,asplenium,asplenium gibberosum,10,8,1983,222
548225,2bb931e6-0cee-46ce-946b-31f3061de022,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
548223,b8835010-ade9-43ef-9033-3fcbc61367cf,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
548224,a134976d-535c-4ddf-90c9-fc4ea14d147e,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
548225,2bb931e6-0cee-46ce-946b-31f3061de022,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
548223,b8835010-ade9-43ef-9033-3fcbc61367cf,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
548224,a134976d-535c-4ddf-90c9-fc4ea14d147e,collector number: 8355,asplenium,asplenium horridum,9,7,1987,190
598557,178a0d83-19d4-4e1a-b798-01e51b8470c2,collector number: 63658,asplenium,asplenium nidus,21,7,1982,202
598557,178a0d83-19d4-4e1a-b798-01e51b8470c2,collector number: 63658,asplenium,asplenium nidus,21,7,1982,202
bm000864129,6a3de5fe-722d-4ce5-82b8-d46fcbc08a0c,1946,asplenium,asplenium nidus,25,12,2003,359
bm000864129,6a3de5fe-722d-4ce5-82b8-d46fcbc08a0c,1946,asplenium,asplenium nidus,25,12,2003,359
3342912,http://n2t.net/ark:/65665/36f0c0ec3-3f7e-456d-a5e3-0223d4528d60,63658,asplenium,asplenium nidus,21,7,1982,202
3342912,http://n2t.net/ark:/65665/36f0c0ec3-3f7e-456d-a5e3-0223d4528d60,63658,asplenium,asplenium nidus,21,7,1982,202
31134,54e618b3-d47c-4a1d-9538-2941be9b4ca9,collector number: 149,asplenium,asplenium polyodon,8,5,1967,128
31134,54e618b3-d47c-4a1d-9538-2941be9b4ca9,collector number: 149,asplenium,asplenium polyodon,8,5,1967,128
3096343,http://n2t.net/ark:/65665/3a01cb34c-3862-4bae-bf52-9c50315fa776,2225,asplenium,asplenium ruta-muraria cryptolepis,29,12,1981,363
3096343,http://n2t.net/ark:/65665/3a01cb34c-3862-4bae-bf52-9c50315fa776,2225,asplenium,asplenium ruta-muraria cryptolepis,29,12,1981,363
289912,3515087a-0f4e-4f8f-8241-15faa2f42dec,5382,asplenium,asplenium tenerum,18,2,1931,49
97181,ac0e5f84-93f8-4104-ba5e-5b4b3668af8a,collector number: 5382,asplenium,asplenium tenerum,18,2,1931,49
289912,3515087a-0f4e-4f8f-8241-15faa2f42dec,5382,asplenium,asplenium tenerum,18,2,1931,49
97181,ac0e5f84-93f8-4104-ba5e-5b4b3668af8a,collector number: 5382,asplenium,asplenium tenerum,18,2,1931,49
,http://specimens.kew.org/herbarium/k000672533,2225,asplenium,asplenium tenerum,29,12,1981,363
491424,bb9ebc25-32e4-49e0-be5d-37c1b3c9b752,collector number: 2225,asplenium,asplenium tenerum,29,12,1981,363
,http://specimens.kew.org/herbarium/k000672533,2225,asplenium,asplenium tenerum,29,12,1981,363
491424,bb9ebc25-32e4-49e0-be5d-37c1b3c9b752,collector number: 2225,asplenium,asplenium tenerum,29,12,1981,363
596878,0127b1d6-466d-449c-b4c5-ca3b504d0439,collector number: 63671,asplenium,asplenium tenerum,22,7,1982,203
596878,0127b1d6-466d-449c-b4c5-ca3b504d0439,collector number: 63671,asplenium,asplenium tenerum,22,7,1982,203
bm000864136,04ec71ac-4ee0-4d89-a987-0c26a89a1acb,1964,asplenium,asplenium tenerum,26,12,2003,360
bm000864136,04ec71ac-4ee0-4d89-a987-0c26a89a1acb,1964,asplenium,asplenium tenerum,26,12,2003,360
3353131,http://n2t.net/ark:/65665/3e15d3d20-7384-405a-91c9-c9fa7d91fd33,63671,asplenium,asplenium tenerum,22,7,1982,203
3353131,http://n2t.net/ark:/65665/3e15d3d20-7384-405a-91c9-c9fa7d91fd33,63671,asplenium,asplenium tenerum,22,7,1982,203
3087299,http://n2t.net/ark:/65665/3c2751c09-eea0-4e08-8eb5-9484d6b1ba17,4757,asplenium,asplenium tenerum,8,9,1983,251
3087299,http://n2t.net/ark:/65665/3c2751c09-eea0-4e08-8eb5-9484d6b1ba17,4757,asplenium,asplenium tenerum,8,9,1983,251
492707,56309f01-c3c7-41bf-825e-6e527ff7fe64,collector number: 4757,asplenium,asplenium tenerum,9,8,1983,221
492707,56309f01-c3c7-41bf-825e-6e527ff7fe64,collector number: 4757,asplenium,asplenium tenerum,9,8,1983,221
574229,71b1e443-c7f9-4317-a482-708cac4a60b3,collector number: 4885,astronia,astronia,13,8,1983,225
574229,71b1e443-c7f9-4317-a482-708cac4a60b3,collector number: 4885,astronia,astronia,13,8,1983,225
544411,31054e4d-5edf-4a0b-a970-c288453a26c6,collector number: 7817,astronia,astronia,12,9,1986,255
544411,31054e4d-5edf-4a0b-a970-c288453a26c6,collector number: 7817,astronia,astronia,12,9,1986,255
158849,c26ae832-4cfc-4706-ab9b-4954e64ab1c6,collector number: 51,astronidium,astronidium fraternum,8,8,1962,220
158849,c26ae832-4cfc-4706-ab9b-4954e64ab1c6,collector number: 51,astronidium,astronidium fraternum,8,8,1962,220
22369,51b6f4ff-87ab-4814-b62c-5e50c6ab63dd,collector number: 169,astronidium,astronidium fraternum,8,6,1967,159
22369,51b6f4ff-87ab-4814-b62c-5e50c6ab63dd,collector number: 169,astronidium,astronidium fraternum,8,6,1967,159
18407,31b9d7af-5447-4815-8124-03411a648727,collector number: 5419,astronidium,astronidium saccatum,20,2,1931,51
18407,31b9d7af-5447-4815-8124-03411a648727,collector number: 5419,astronidium,astronidium saccatum,20,2,1931,51
574233,d0d2e320-0da8-4441-993d-1a3c7f96aa91,collector number: 5009,asystasia,asystasia,20,8,1983,232
574233,d0d2e320-0da8-4441-993d-1a3c7f96aa91,collector number: 5009,asystasia,asystasia,20,8,1983,232
3087344,http://n2t.net/ark:/65665/3702f8618-94fd-4081-a7b6-2c43f6937f9a,5009,asystasia,asystasia gangetica,20,8,1983,232
3087344,http://n2t.net/ark:/65665/3702f8618-94fd-4081-a7b6-2c43f6937f9a,5009,asystasia,asystasia gangetica,20,8,1983,232
fusion201553,http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion201553,,avrainvillea,avrainvillea amadelpha,30,4,1998,120
fusion201553,http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion201553,,avrainvillea,avrainvillea amadelpha,30,4,1998,120
578660,28ca7f73-b4fb-4582-911e-1567dcc19c18,collector number: 60927,barleria,barleria cristata,12,7,1981,193
578660,28ca7f73-b4fb-4582-911e-1567dcc19c18,collector number: 60927,barleria,barleria cristata,12,7,1981,193
702861,2f78ae52-df42-4571-b244-baa3f2df7051,collector number: 4922,barringtonia,barringtonia asiatica,15,8,1983,227
550726,0f56e6f4-5302-4b2f-9553-48f9713183af,collector number: 4922,barringtonia,barringtonia asiatica,15,8,1983,227
702861,2f78ae52-df42-4571-b244-baa3f2df7051,collector number: 4922,barringtonia,barringtonia asiatica,15,8,1983,227
550726,0f56e6f4-5302-4b2f-9553-48f9713183af,collector number: 4922,barringtonia,barringtonia asiatica,15,8,1983,227
,http://n2t.net/ark:/65665/3ccea4d12-3493-44c8-b263-fe7eb8da396c,320,barringtonia,barringtonia asiatica,23,6,1991,174
3292879,http://n2t.net/ark:/65665/335e40f93-afab-4274-9b4f-e8012935adde,320,barringtonia,barringtonia asiatica,23,6,1991,174
,http://n2t.net/ark:/65665/3ccea4d12-3493-44c8-b263-fe7eb8da396c,320,barringtonia,barringtonia asiatica,23,6,1991,174
3292879,http://n2t.net/ark:/65665/335e40f93-afab-4274-9b4f-e8012935adde,320,barringtonia,barringtonia asiatica,23,6,1991,174
22300,995729e4-e828-4889-8e35-eb93c4fae1d6,collector number: 74,barringtonia,barringtonia asiatica,7,1,1967,7
22300,995729e4-e828-4889-8e35-eb93c4fae1d6,collector number: 74,barringtonia,barringtonia asiatica,7,1,1967,7
2679436,http://n2t.net/ark:/65665/3fe8787ec-c262-4716-8d24-38aa9284af46,87,basella,basella alba,4,7,1967,185
2679436,http://n2t.net/ark:/65665/3fe8787ec-c262-4716-8d24-38aa9284af46,87,basella,basella alba,4,7,1967,185
22291,bb16dcac-318d-4dfd-aa0b-fed3c0b92fbb,collector number: 87,basella,basella alba,7,4,1947,97
22291,bb16dcac-318d-4dfd-aa0b-fed3c0b92fbb,collector number: 87,basella,basella alba,7,4,1947,97
2921511,http://n2t.net/ark:/65665/39ead4af7-095f-4b2a-877c-cf05a7a4da0c,138,bauhinia,bauhinia variegata,1,8,1967,213
2921511,http://n2t.net/ark:/65665/39ead4af7-095f-4b2a-877c-cf05a7a4da0c,138,bauhinia,bauhinia variegata,1,8,1967,213
153031,9935f2fb-3cf0-4696-8934-99c1d79cd159,collector number: 138,bauhinia,bauhinia variegata,8,1,1967,8
153031,9935f2fb-3cf0-4696-8934-99c1d79cd159,collector number: 138,bauhinia,bauhinia variegata,8,1,1967,8
492580,61fe72a6-1aa2-4099-a9ed-cfb2a805517a,collector number: 4728,bauhinia,bauhinia variegata,8,8,1983,220
492580,61fe72a6-1aa2-4099-a9ed-cfb2a805517a,collector number: 4728,bauhinia,bauhinia variegata,8,8,1983,220
98583,ea36b4a6-ecae-46b1-9687-eecb06851557,collector number: 5384,belvisia,belvisia revoluta,18,2,1931,49
98583,ea36b4a6-ecae-46b1-9687-eecb06851557,collector number: 5384,belvisia,belvisia revoluta,18,2,1931,49
492604,10c7cb67-d8d0-4ba8-9eb1-7941010db890,collector number: 4928,bidens,bidens,15,8,1953,227
492604,10c7cb67-d8d0-4ba8-9eb1-7941010db890,collector number: 4928,bidens,bidens,15,8,1953,227
492574,fb55a24a-42ba-4147-ab61-ce88f3dd9df1,collector number: 4756,bidens,bidens,9,8,1983,221
492574,fb55a24a-42ba-4147-ab61-ce88f3dd9df1,collector number: 4756,bidens,bidens,9,8,1983,221
131221,e4d89c2e-ab2a-4479-ac2f-570c01f8f30a,collector number: 43,bidens,bidens aoraiensis,8,8,1962,220
131221,e4d89c2e-ab2a-4479-ac2f-570c01f8f30a,collector number: 43,bidens,bidens aoraiensis,8,8,1962,220
547824,1da810cd-ee6e-41ff-bdd8-96f65f173429,collector number: 8275,bidens,bidens australis,14,5,1987,134
547824,1da810cd-ee6e-41ff-bdd8-96f65f173429,collector number: 8275,bidens,bidens australis,14,5,1987,134
l.3025107,https://data.biodiversitydata.nl/naturalis/specimen/l.3025107,"grant, ml  5386",bidens,bidens australis spreng.,18,2,1931,49
l.3025107,https://data.biodiversitydata.nl/naturalis/specimen/l.3025107,"grant, ml  5386",bidens,bidens australis spreng.,18,2,1931,49
46666,http://n2t.net/ark:/65665/3bdf6e793-9252-4215-b227-23169cb72598,s.n.,bidens,bidens lantanoides,8,8,1838,220
46666,http://n2t.net/ark:/65665/3bdf6e793-9252-4215-b227-23169cb72598,s.n.,bidens,bidens lantanoides,8,8,1838,220
v0075302f,7d18dd44-ab06-4ea3-991d-7b11216c706d,s.n.,bidens,bidens lantanoides a. gray,8,8,1838,220
v0075302f,7d18dd44-ab06-4ea3-991d-7b11216c706d,s.n.,bidens,bidens lantanoides a. gray,8,8,1838,220
500939,ccec7306-4484-4061-ad04-96d0c5289264,collector number: 5386,bidens,bidens mooreensis,18,2,1931,49
500730,bb0e2053-e851-4160-82a6-14f0f5d89a24,collector number: 5386,bidens,bidens mooreensis,18,2,1931,49
500939,ccec7306-4484-4061-ad04-96d0c5289264,collector number: 5386,bidens,bidens mooreensis,18,2,1931,49
500730,bb0e2053-e851-4160-82a6-14f0f5d89a24,collector number: 5386,bidens,bidens mooreensis,18,2,1931,49
22371,1894270b-95c6-41d8-a59d-ddfcb956cc64,collector number: 118,bidens,bidens pilosa,22,7,1967,203
22371,1894270b-95c6-41d8-a59d-ddfcb956cc64,collector number: 118,bidens,bidens pilosa,22,7,1967,203
635907,65ec8b37-0e8f-4227-abab-302464d66d08,collector number: 120,bidens,bidens pilosa,19,6,1991,170
635907,65ec8b37-0e8f-4227-abab-302464d66d08,collector number: 120,bidens,bidens pilosa,19,6,1991,170
3445622,http://n2t.net/ark:/65665/3f84964ff-1b2e-4a96-bc7e-b93d2b2c1bdc,120,bidens,bidens pilosa,19,6,1991,170
,http://n2t.net/ark:/65665/328c875d4-bd39-4e88-8b85-bdf3b306e2cb,120,bidens,bidens pilosa,19,6,1991,170
3445622,http://n2t.net/ark:/65665/3f84964ff-1b2e-4a96-bc7e-b93d2b2c1bdc,120,bidens,bidens pilosa,19,6,1991,170
,http://n2t.net/ark:/65665/328c875d4-bd39-4e88-8b85-bdf3b306e2cb,120,bidens,bidens pilosa,19,6,1991,170
3445621,http://n2t.net/ark:/65665/3d5801c45-14f9-46fe-bc22-c1d980456054,234,bidens,bidens pilosa,21,6,1991,172
,http://n2t.net/ark:/65665/32894cba9-6306-4481-a900-818185f24f1c,234,bidens,bidens pilosa,21,6,1991,172
3445621,http://n2t.net/ark:/65665/3d5801c45-14f9-46fe-bc22-c1d980456054,234,bidens,bidens pilosa,21,6,1991,172
,http://n2t.net/ark:/65665/32894cba9-6306-4481-a900-818185f24f1c,234,bidens,bidens pilosa,21,6,1991,172
3087289,http://n2t.net/ark:/65665/36087ee46-cc93-4ef5-9fff-445e3dbf55c3,4928,bidens,bidens sp.,15,8,1983,227
3087289,http://n2t.net/ark:/65665/36087ee46-cc93-4ef5-9fff-445e3dbf55c3,4928,bidens,bidens sp.,15,8,1983,227
3110625,http://n2t.net/ark:/65665/3fc5de89e-cbee-46ab-a00f-c08453a416a3,4756,bidens,bidens sp.,8,9,1983,251
3110625,http://n2t.net/ark:/65665/3fc5de89e-cbee-46ab-a00f-c08453a416a3,4756,bidens,bidens sp.,8,9,1983,251
647785,dd653f20-28c9-42e3-9769-3ce3bba62236,collector number: 60924,bignonia,bignonia magnifica,11,7,1981,192
647785,dd653f20-28c9-42e3-9769-3ce3bba62236,collector number: 60924,bignonia,bignonia magnifica,11,7,1981,192
604108,392c4429-b6ee-40d3-a610-0df721430c28,collector number: 61009,bixa,bixa orellana,15,7,1981,196
604108,392c4429-b6ee-40d3-a610-0df721430c28,collector number: 61009,bixa,bixa orellana,15,7,1981,196
3143833,http://n2t.net/ark:/65665/329dd1314-80cd-4b85-9b24-6408a4395619,61009,bixa,bixa orellana,15,7,1981,196
3143833,http://n2t.net/ark:/65665/329dd1314-80cd-4b85-9b24-6408a4395619,61009,bixa,bixa orellana,15,7,1981,196
p00847391,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00847391,,blechnum,blechnum,17,8,2010,229
