dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
urn:catalog:mo:tropicos:350747,thomas 2676,anubias,anubias barteri,12,10,1983,285
urn:catalog:mo:tropicos:350777,thomas 6849a,anubias,anubias barteri,8,8,1987,220
http://specimens.kew.org/herbarium/k000461228,7912 b,anubias,anubias barteri,8,4,1996,99
http://specimens.kew.org/herbarium/k000461227,1856,anubias,anubias barteri,9,4,1996,100
http://n2t.net/ark:/65665/3e7e42c46-d3ae-4f19-89ae-1d9901849ce8,4122,aoranthe,aoranthe cladantha,12,5,1984,133
urn:catalog:mo:tropicos:533129,thomas 4122,aoranthe,aoranthe cladantha,12,5,1984,133
urn:catalog:mo:tropicos:101048741,burgt 710,aphanocalyx,aphanocalyx marginervatus,9,11,2004,314
http://specimens.kew.org/herbarium/k000023166,1131,aphanocalyx,aphanocalyx margininervatus,24,2,2008,55
https://data.biodiversitydata.nl/naturalis/specimen/wag.1703575,"burgt, xm van der",aphanocalyx,aphanocalyx margininervatus,24,2,2008,55
urn:catalog:mo:tropicos:97536,thomas 7633,aphanocalyx,aphanocalyx margininervatus,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag0204370,"burgt, xm van der",aphanocalyx,aphanocalyx margininervatus,11,9,2004,255
https://data.biodiversitydata.nl/naturalis/specimen/wag0204375,"burgt, xm van der",aphanocalyx,aphanocalyx microphyllus,26,8,2004,239
urn:catalog:mo:tropicos:101048742,burgt 694,aphanocalyx,aphanocalyx microphyllus,26,8,2004,239
urn:catalog:mo:tropicos:96880,thomas 7535,aphanocalyx,aphanocalyx microphyllus microphyllus,4,1,1988,4
urn:catalog:mo:tropicos:97529,thomas 8093,aphanocalyx,aphanocalyx pteridophyllus,6,10,1988,280
urn:catalog:mo:tropicos:424793,thomas 5611,undesignated,apocynaceae juss.,16,2,1986,47
urn:catalog:mo:tropicos:422645,doumenge 409,undesignated,apocynaceae juss.,20,3,1987,79
urn:catalog:mo:tropicos:1820440,sainge 700,apocynaceae,apocynaceae juss.,22,9,2000,266
urn:catalog:mo:tropicos:424006,thomas 5759,undesignated,apocynaceae juss.,3,10,1986,276
urn:catalog:mo:tropicos:424284,thomas 5881,undesignated,apocynaceae juss.,3,10,1986,276
urn:catalog:mo:tropicos:420139,manning 1762,undesignated,apocynaceae juss.,4,12,1987,338
urn:catalog:mo:tropicos:423918,thomas 7556,undesignated,apocynaceae juss.,4,3,1988,64
urn:catalog:mo:tropicos:1300981,kenfack 1028,undesignated,apocynaceae juss.,2,6,1998,153
urn:catalog:mo:tropicos:1818394,sainge 411,undesignated,apocynaceae juss.,4,7,2000,186
urn:catalog:mo:tropicos:1816451,sainge 339,undesignated,apocynaceae juss.,2,8,2000,215
urn:catalog:mo:tropicos:163413,thomas 4294,apodostigma,apodostigma pallens,19,1,1985,19
urn:catalog:mo:tropicos:172168,thomas 3354,aporrhiza,aporrhiza multijuga,24,3,1984,84
urn:catalog:mo:tropicos:350847,thomas 7840,undesignated,araceae juss.,22,5,1988,143
urn:catalog:mo:tropicos:350978,thomas 7515,undesignated,araceae juss.,4,1,1988,4
urn:catalog:mo:tropicos:350655,thomas 7665,undesignated,araceae juss.,4,7,1988,186
urn:catalog:mo:tropicos:350683,thomas 7697,undesignated,araceae juss.,4,8,1988,217
urn:catalog:mo:tropicos:403525,thomas 7838,ardisia,ardisia sw.,22,5,1988,143
urn:catalog:mo:tropicos:100690656,kenfack 848,ardisia,ardisia sw.,28,6,1997,179
urn:catalog:mo:tropicos:403567,thomas 4720,ardisia,ardisia sw.,4,12,1985,338
urn:catalog:mo:tropicos:1820491,sainge 707,undesignated,arecaceae bercht. & j. presl,11,5,2000,132
urn:catalog:mo:tropicos:1816650,sainge 350,undesignated,arecaceae bercht. & j. presl,2,10,2000,276
urn:catalog:mo:tropicos:1816652,sainge 351,undesignated,arecaceae bercht. & j. presl,2,10,2000,276
urn:catalog:mo:tropicos:531617,thomas 7685,argocoffeopsis,argocoffeopsis subcordata,4,8,1988,217
https://data.biodiversitydata.nl/naturalis/specimen/wag.1795649,"thomas, dw",argomuellera,argomuellera,1,4,1988,92
http://specimens.kew.org/herbarium/k000181216,7523,argomuellera,argomuellera lancifolia,1,4,1988,92
https://data.biodiversitydata.nl/naturalis/specimen/wag.1795255,"harris, dj  2523",argomuellera,argomuellera macrophylla,19,9,1990,262
https://data.biodiversitydata.nl/naturalis/specimen/wag.1795254,"harris, dj  2829",argomuellera,argomuellera macrophylla,31,3,1991,90
urn:catalog:mo:tropicos:139346,harris 2829,argomuellera,argomuellera macrophylla,31,3,1991,90
urn:catalog:mo:tropicos:139274,harris 2523,argomuellera,argomuellera macrophylla,19,9,1990,262
urn:catalog:mo:tropicos:144540,thomas 7523,argomuellera,argomuellera macrophylla,4,1,1988,4
urn:catalog:mo:tropicos:1821041,sainge 728,aristolochia,aristolochia preussii,19,12,2000,354
urn:catalog:mo:tropicos:729774,doumenge 353,aristolochia,aristolochia triactina,16,3,1987,75
urn:catalog:mo:tropicos:755553,thomas 7578,artabotrys,artabotrys insignis,4,3,1988,64
urn:catalog:mo:tropicos:41093,thomas 3227,arthropteris,arthropteris monocarpa,28,2,1984,59
http://n2t.net/ark:/65665/35e41fdb2-7ea0-4894-963b-8a5448352d5e,3227,arthropteris,arthropteris monocarpa,28,2,1984,59
urn:catalog:mo:tropicos:41660,thomas 7876,arthropteris,arthropteris monocarpa,25,5,1988,146
urn:catalog:mo:tropicos:794259,thomas 7607,arthropteris,arthropteris palisotii,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag.1726823,"thomas, dw",arthropteris,arthropteris palisotii,3,4,1988,94
urn:catalog:mo:tropicos:1821319,sainge 792,undesignated,asclepiadaceae borkh.,4,9,2001,247
urn:catalog:mo:tropicos:41460,thomas 3244,asplenium,asplenium barteri,28,2,1984,59
urn:catalog:mo:tropicos:41873,thomas 5590,asplenium,asplenium hemionitis,16,2,1986,47
urn:catalog:mo:tropicos:101147365,kenfack 1216,asplenium,asplenium hemionitis,23,8,1999,235
urn:catalog:mo:tropicos:101147367,kenfack 1217,asplenium,asplenium hemionitis,23,8,1999,235
urn:catalog:mo:tropicos:42195,thomas 5640,asplenium,asplenium variabile,16,2,1986,47
urn:catalog:mo:tropicos:569999,doumenge 394,undesignated,asteraceae bercht. & j. presl,16,3,1987,75
urn:catalog:mo:tropicos:592907,manning 57,undesignated,asteraceae bercht. & j. presl,27,8,1986,239
urn:catalog:mo:tropicos:342100,thomas 3328,astropanax,astropanax barteri seem.,24,3,1984,84
https://data.biodiversitydata.nl/naturalis/specimen/wag.1357918,"thomas, dw",asystasia,asystasia lindauiana,15,3,1986,74
urn:catalog:mo:tropicos:502312,thomas 5777,asystasia,asystasia lindauiana,3,10,1986,276
urn:catalog:mo:tropicos:505736,manning 1735,asystasia,asystasia lindauiana,4,10,1987,277
http://specimens.kew.org/herbarium/k000197530,5777,asystasia,asystasia lindauiana,10,3,1986,69
http://specimens.kew.org/herbarium/k000518924,8048,asystasia,asystasia macrophylla,15,4,1996,106
http://specimens.kew.org/herbarium/k000518911,8209,asystasia,asystasia vogeliana,26,4,1996,117
urn:catalog:mo:tropicos:502944,thomas 4131,asystasia,asystasia vogeliana,12,5,1984,133
urn:catalog:mo:tropicos:533866,thomas 7881,atractogyne,atractogyne gabonii,25,5,1988,146
http://specimens.kew.org/herbarium/k000164303,7546,aubletiana,aubletiana leptostachys,1,4,1988,92
http://specimens.kew.org/herbarium/k000461302,7544,aubletiana,aubletiana leptostachys,1,4,1988,92
urn:catalog:mo:tropicos:531093,thomas 5791,aulacocalyx,aulacocalyx caudata,3,10,1986,276
urn:catalog:mo:tropicos:531189,thomas 8102,aulacocalyx,aulacocalyx caudata,6,10,1988,280
https://data.biodiversitydata.nl/naturalis/specimen/wag.1428601,"thomas, dw  8102",aulacocalyx,aulacocalyx caudata,10,6,1988,162
urn:catalog:mo:tropicos:513870,harris 2401,aulacocalyx,aulacocalyx divergens,7,10,1990,280
urn:catalog:mo:tropicos:1821333,sainge 793,aulacocalyx,aulacocalyx divergens,4,9,2001,247
https://data.biodiversitydata.nl/naturalis/specimen/wag.1385069,"thomas, dw  3200",aulacocalyx,aulacocalyx talbotii,28,2,1984,59
http://specimens.kew.org/herbarium/k000510080,8190,aulacocalyx,aulacocalyx talbotii,15,6,1988,167
https://data.biodiversitydata.nl/naturalis/specimen/wag.1385068,"thomas, dw  8190",aulacocalyx,aulacocalyx talbotii,15,6,1988,167
https://data.biodiversitydata.nl/naturalis/specimen/wag.1385067,"burgt, xm van der  749",aulacocalyx,aulacocalyx talbotii,19,4,2005,109
urn:catalog:mo:tropicos:533122,thomas 3200,aulacocalyx,aulacocalyx talbotii,28,2,1984,59
urn:catalog:mo:tropicos:532127,thomas 8190,aulacocalyx,aulacocalyx talbotii,15,6,1988,167
http://specimens.kew.org/herbarium/k000510079,3200,aulacocalyx,aulacocalyx talbotii,3,4,1984,94
urn:catalog:mo:tropicos:673969,nemba 771,auxopus,auxopus kamerunensis,1,8,1988,214
urn:catalog:mo:tropicos:1824690,sainge 922,auxopus,auxopus macranthus,20,1,2002,20
urn:catalog:mo:tropicos:99453,thomas 5646,baikiaea,baikiaea insignis,16,2,1986,47
urn:catalog:mo:tropicos:97711,thomas 5818,baikiaea,baikiaea insignis,3,10,1986,276
http://specimens.kew.org/herbarium/k000460145,8833,baikiaea,baikiaea insignis,9,1,1998,9
urn:catalog:mo:tropicos:404941,thomas 7649,baillonella,baillonella toxisperma,4,3,1988,64
urn:catalog:mo:tropicos:99269,thomas 5604,baphia,baphia afzel. ex g. lodd.,16,2,1986,47
urn:catalog:mo:tropicos:100813604,ird 272,baphia,baphia afzel. ex g. lodd.,28,2,2012,59
urn:catalog:mo:tropicos:91314,doumenge 332,baphia,baphia afzel. ex g. lodd.,13,3,1987,72
urn:catalog:mo:tropicos:97642,thomas 5803,baphia,baphia afzel. ex g. lodd.,3,10,1986,276
urn:catalog:mo:tropicos:98276,thomas 6821,baphia,baphia afzel. ex g. lodd.,8,8,1987,220
urn:catalog:mo:tropicos:97719,thomas 7662,baphia,baphia afzel. ex g. lodd.,4,7,1988,186
urn:catalog:mo:tropicos:1819472,sainge 474,baphia,baphia afzel. ex g. lodd.,5,10,2000,279
http://n2t.net/ark:/65665/318cfe5f6-89cd-4a33-ba4e-912cc353c430,4719,baphia,baphia laurifolia,4,12,1985,338
urn:catalog:mo:tropicos:98863,thomas 3235,baphia,baphia laurifolia baill.,28,2,1984,59
urn:catalog:mo:tropicos:99405,thomas 4719,baphia,baphia laurifolia baill.,4,12,1985,338
urn:catalog:mo:tropicos:1301124,kenfack 1080,baphia,baphia laurifolia baill.,4,5,1998,124
https://data.biodiversitydata.nl/naturalis/specimen/wag.1004698,"thomas, dw  4719",baphia,baphia laurifolia baill.,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1004697,"thomas, dw  4719",baphia,baphia laurifolia baill.,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1004693,"kenfack, d  1080",baphia,baphia laurifolia baill.,5,4,1998,95
https://data.biodiversitydata.nl/naturalis/specimen/wag0173496,"thomas, dw  370",baphia,baphia leptostemma,28,2,1979,59
http://n2t.net/ark:/65665/31d9736d5-e19a-48e0-b83c-2011652e9eac,635,baphia,baphia nitida,24,10,2003,297
http://n2t.net/ark:/65665/331bd8286-3cd6-4bc7-baf1-58b889564e8b,3218,baphia,baphia nitida,28,2,1984,59
https://data.biodiversitydata.nl/naturalis/specimen/wag.1004859,"thomas, dw  3218",baphia,baphia nitida lodd.,28,2,1984,59
urn:catalog:mo:tropicos:98777,thomas 3222,baphia,baphia nitida lodd.,28,2,1984,59
urn:catalog:mo:tropicos:98719,thomas 3218,baphia,baphia nitida lodd.,28,2,1984,59
urn:catalog:mo:tropicos:91299,doumenge 331,baphia,baphia nitida lodd.,13,3,1987,72
urn:catalog:mo:tropicos:95367,doumenge 400,baphia,baphia nitida lodd.,20,3,1987,79
1e75e2fc-51ed-4f59-90d1-328edaf6ba4b,43,baphiopsis,baphiopsis,8,6,1990,159
cea22c09-6e79-4d72-8325-1e80afc43ee4,123,barteria,barteria nigritana,27,9,1990,270
urn:catalog:mo:tropicos:286172,thomas 4317,begonia,begonia ampla,24,1,1985,24
https://data.biodiversitydata.nl/naturalis/specimen/wag.1161314,"thomas, dw",begonia,begonia ciliobracteata,25,5,1988,146
https://data.biodiversitydata.nl/naturalis/specimen/wag.1161313,"thomas, dw",begonia,begonia ciliobracteata,25,5,1988,146
http://specimens.kew.org/herbarium/k000050508,4318,begonia,begonia eminii,24,1,1985,24
http://specimens.kew.org/herbarium/k000050510,3176,begonia,begonia eminii,3,4,1984,94
http://specimens.kew.org/herbarium/k000050455,2715,begonia,begonia hirsutula,11,12,1983,345
urn:catalog:mo:tropicos:286226,thomas 4338,begonia,begonia l.,24,1,1985,24
urn:catalog:mo:tropicos:284072,thomas 5570,begonia,begonia l.,16,2,1986,47
urn:catalog:mo:tropicos:284022,thomas 4576,begonia,begonia l.,27,3,1985,86
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163105,"thomas, dw  3176",begonia,begonia longipetiolata,28,2,1984,59
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163104,"thomas, dw  4318",begonia,begonia longipetiolata,24,1,1985,24
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163103,"thomas, dw  5573",begonia,begonia longipetiolata,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163118,"doumenge, c  344",begonia,begonia longipetiolata,16,3,1987,75
urn:catalog:mo:tropicos:286180,thomas 4318,begonia,begonia longipetiolata,24,1,1985,24
urn:catalog:mo:tropicos:284084,thomas 5573,begonia,begonia longipetiolata,16,2,1986,47
urn:catalog:mo:tropicos:284010,thomas 3176,begonia,begonia longipetiolata,28,2,1984,59
urn:catalog:mo:tropicos:284088,doumenge 344,begonia,begonia longipetiolata,16,3,1987,75
urn:catalog:mo:tropicos:285946,manning 1736,begonia,begonia longipetiolata,4,10,1987,277
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163117,"burgt, xm van der  591",begonia,begonia longipetiolata,4,2,2000,35
http://specimens.kew.org/herbarium/k000050449,4337,begonia,begonia macrocarpa,24,1,1985,24
urn:catalog:mo:tropicos:286218,thomas 4337,begonia,begonia macrocarpa,24,1,1985,24
urn:catalog:mo:tropicos:283971,thomas 2685,begonia,begonia macrocarpa,12,10,1983,285
urn:catalog:mo:tropicos:283853,thomas 8112,begonia,begonia macrocarpa,6,10,1988,280
http://specimens.kew.org/herbarium/k000050448,2685,begonia,begonia macrocarpa,10,12,1983,344
https://data.biodiversitydata.nl/naturalis/specimen/wag0102981,"thomas, dw  2685",begonia,begonia macrocarpa,10,12,1983,344
https://data.biodiversitydata.nl/naturalis/specimen/wag0102982,"thomas, dw  8112",begonia,begonia macrocarpa,10,6,1988,162
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163416,"doumenge, c  345",begonia,begonia mannii hook.,31,3,1987,90
https://data.biodiversitydata.nl/naturalis/specimen/wag.1163417,"doumenge, c  345",begonia,begonia mannii hook.,31,3,1987,90
urn:catalog:mo:tropicos:284095,doumenge 345,begonia,begonia mannii hook.,16,3,1987,75
urn:catalog:mo:tropicos:286263,thomas 5756,begonia,begonia polygonoides,3,10,1986,276
https://data.biodiversitydata.nl/naturalis/specimen/wag.1164027,"thomas, dw",begonia,begonia polygonoides,10,3,1986,69
http://specimens.kew.org/herbarium/k000050519,7884,begonia,begonia preussii,25,5,1988,146
http://specimens.kew.org/herbarium/k000050518,7859,begonia,begonia preussii,25,5,1988,146
urn:catalog:mo:tropicos:284103,thomas 7884,begonia,begonia preussii,25,5,1988,146
urn:catalog:mo:tropicos:284061,thomas 7859,begonia,begonia preussii,25,5,1988,146
urn:catalog:mo:tropicos:283867,thomas 7660,begonia,begonia prismatocarpa,4,7,1988,186
https://data.biodiversitydata.nl/naturalis/specimen/wag.1164226,"thomas, dw",begonia,begonia quadrialata,25,5,1988,146
urn:catalog:mo:tropicos:284067,thomas 7860,begonia,begonia quadrialata,25,5,1988,146
urn:catalog:mo:tropicos:1254689,harris 2830,begonia,begonia rubromarginata,31,3,1991,90
https://data.biodiversitydata.nl/naturalis/specimen/wag0103145,"thomas, dw  4337",begonia,begonia sessilifolia,24,1,1985,24
urn:catalog:mo:tropicos:793460,thomas 4134,begonia,begonia staudtii,12,5,1984,133
http://specimens.kew.org/herbarium/k000182066,3246,beilschmiedia,beilschmiedia,3,4,1984,94
urn:catalog:mo:tropicos:48021,thomas 3246,beilschmiedia,beilschmiedia minutiflora,28,2,1984,59
urn:catalog:mo:tropicos:47931,thomas 4767,beilschmiedia,beilschmiedia minutiflora,4,12,1985,338
urn:catalog:mo:tropicos:47966,thomas 5774,beilschmiedia,beilschmiedia minutiflora,3,10,1986,276
urn:catalog:mo:tropicos:1824721,sainge 924,beilschmiedia,beilschmiedia roxburgiana,17,2,2002,48
urn:catalog:mo:tropicos:3160884,kenfack 665,beilschmiedia,beilschmiedia roxburgiana,18,4,1997,108
urn:catalog:mo:tropicos:3160882,kenfack 648,beilschmiedia,beilschmiedia roxburgiana,4,10,1997,277
http://specimens.kew.org/herbarium/k000093674,6825,belonophora,belonophora coriacea,1,1,1987,1
http://specimens.kew.org/herbarium/64466.000,2461,belonophora,belonophora ongensis,27,8,1990,239
urn:catalog:mo:tropicos:513886,harris 2461,belonophora,belonophora ongensis,27,8,1990,239
http://specimens.kew.org/herbarium/k000510927,7601,belonophora,belonophora talbotii,3,4,1988,94
https://data.biodiversitydata.nl/naturalis/specimen/wag.1385262,"thomas, dw",belonophora,belonophora talbotii,3,4,1988,94
https://data.biodiversitydata.nl/naturalis/specimen/wag.1385267,"cheek, mr",belonophora,belonophora wernhamii,15,4,1996,106
http://specimens.kew.org/herbarium/k000436778,8035,belonophora,belonophora wernhamii,15,4,1996,106
http://n2t.net/ark:/65665/3acec8d8c-b53d-4344-b0a6-bcf09fe00409,8035,belonophora,belonophora wernhamii,15,4,1996,106
urn:catalog:mo:tropicos:531044,thomas 5784,belonophora,belonophora wernhamii,3,10,1986,276
urn:catalog:mo:tropicos:530765,thomas 7601,belonophora,belonophora wernhamii,4,3,1988,64
ee41c988-1802-48d5-bb08-cfdaa75b15f4,14,berlinia,berlinia,4,4,1990,94
https://data.biodiversitydata.nl/naturalis/specimen/wag0102050,"burgt, xm van der  767",berlinia,berlinia auriculata benth.,25,1,2005,25
https://data.biodiversitydata.nl/naturalis/specimen/wag.1632123,"burgt, xm van der  767",berlinia,berlinia auriculata benth.,25,1,2005,25
urn:catalog:mo:tropicos:99481,thomas 5650,berlinia,berlinia auriculata benth.,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583664,"burgt, xm van der  766",berlinia,berlinia auriculata benth.,10,5,2005,130
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583636,"burgt, xm van der  748",berlinia,berlinia bracteosa benth.,15,4,2005,105
urn:catalog:mo:tropicos:99289,thomas 5617,berlinia,berlinia bracteosa benth.,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag8003947,"burgt, xm van der",berlinia,berlinia craibiana,25,3,2004,85
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583619,"burgt, xm van der",berlinia,berlinia craibiana,25,3,2004,85
http://specimens.kew.org/herbarium/k000436528,698,berlinia,berlinia craibiana,27,8,2004,240
https://data.biodiversitydata.nl/naturalis/specimen/wag0102031,"burgt, xm van der",berlinia,berlinia craibiana,27,8,2004,240
urn:catalog:mo:tropicos:1301118,kenfack 1076,berlinia,berlinia craibiana,28,3,1998,87
urn:catalog:mo:tropicos:101048724,burgt 698,berlinia,berlinia craibiana,27,8,2004,240
urn:catalog:mo:tropicos:1300986,kenfack 1030,berlinia,berlinia craibiana,2,6,1998,153
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583589,"kenfack, d  1030",berlinia,berlinia craibiana,6,2,1998,37
https://data.biodiversitydata.nl/naturalis/specimen/wag.1583731,"burgt, xm van der",berlinia,berlinia korupensis,15,4,2003,105
http://specimens.kew.org/herbarium/k000555475,756,berlinia,berlinia korupensis,28,4,2005,118
https://data.biodiversitydata.nl/naturalis/specimen/wag8003935,"burgt, xm van der  756",berlinia,berlinia korupensis,28,4,2005,118
https://data.biodiversitydata.nl/naturalis/specimen/wag0102033,"burgt, xm van der  756",berlinia,berlinia korupensis,28,4,2005,118
