(???) recordNumber,dwc:genus,gbif:canonicalName,dwc:scientificName,Day,Month,Year,Day of the Year
CHC403T2E4P2S4,bocoa,bocoa alterna,bocoa alterna,20,10,1986,293
CHC304T2E4P2S2,neea,neea,neea,16,12,1998,350
CHC160T2E3P3S1,eugenia,,eugenia acrensis mcvaugh,24,9,1980,268
CHC280T2E4P2S1,eugenia,eugenia myrobalana,eugenia myrobalana dc.,8,10,1980,282
CHC168T2E3P3S1,trichilia,trichilia poeppigii,trichilia poeppigii c.dc.,20,8,1976,233
CHC144T2E3P2S4,lycopodium,lycopodium clavatum,lycopodium clavatum l.,30,10,1987,303
CHC230T2E4P2S1,cayaponia,cayaponia cabocla,cayaponia silva manso,24,11,1980,329
CHC260T2E4P2S1,tachigali,tachigali macbridei,tachigali macbridei zarucchi & herend.,14,10,1986,287
CHC174T2E3P3S2,guadua,,guadua sp.,1,5,1991,121
CHC227T2E4P2S1,ficus,ficus insipida,ficus insipida willd.,12,9,1986,255
CHC159T2E3P3S1,coccoloba,coccoloba longipes,coccoloba longipes s. moore,17,10,1979,290
CHC172T2E3P3S2,quararibea,quararibea wittii,quararibea wittii k. schum. & ulbr.,17,10,1979,290
CHC284T2E4P2S2,byttneria,byttneria pescapriifolia,byttneria pescapriifolia britton,17,10,1979,290
CHC209T2E3P1S5,heliconia,heliconia marginata,heliconia marginata (griggs) pittier,16,12,1998,350
CHC301T2E4P2S2,bauhinia,bauhinia hirsutissima,bauhinia hirsutissima,24,10,1986,297
CHC143T2E3P2S4,zanthoxylum,zanthoxylum sprucei,zanthoxylum weberbaueri (k. krause) j.f. macbr.,6,11,1986,310
CHC200T2E3P1S5,suessenguthia,suessenguthia vargasii,suessenguthia vargasii,,,,
CHC194T2E3P3S4,solanum,solanum sessile,solanum sessile,15,9,1989,258
CHC173T2E3P3S2,fittonia,fittonia albivenis,fittonia verschaffeltii var. verschaffeltii,16,10,1979,289
CHC180T2E3P3S3,spathiphyllum,spathiphyllum,spathiphyllum manuense croat,24,10,1986,297
CHC241T2E4P2S1,rhynchospora,rhynchospora umbraticola,rhynchospora umbraticola poepp. & kunth,16,10,1979,289
CHC162T2E3P3S1,solanum,solanum asperolanatum,solanum asperolanatum ruiz & pav.,14,3,1991,73
CHC196T2E3P3S5,solanum,solanum furcatum,solanum furcatum dunal,15,3,1991,74
CHC167T2E3P3S1,paspalum,paspalum conjugatum,paspalum conjugatum p.j.bergius,16,8,1984,229
CHC179T2E3P3S3,heliconia,heliconia marginata,heliconia marginata (griggs) pittier,16,12,1998,350
CHC94T2E2P1S2,maclura,,maclura brasiliensis (mart.) endl.,21,10,1979,294
CHC89T2E2P1S2,peltostigma,peltostigma guatemalense,peltostigma guatemalense (standl. & steyerm.) gereau,11,9,1989,254
CHC134T2E3P2S3,ampelocera,,ampelocera ruizii klotzsch,27,11,1980,332
CHC176T2E3P3S2,campyloneurum,campyloneurum phyllitidis,campyloneurum phyllitidis (l.) c. presl,28,8,1984,241
CHC228T2E4P2S1,palicourea,,palicourea racemosa (aubl.) g. nicholson,19,10,1979,292
CHC167T2E3P1S3,ribes,ribes incarnatum,ribes incarnatum wedd.,30,10,1987,303
CHC130T2E3P2S3,paypayrola,paypayrola,paypayrola,16,10,1986,289
CHC156T2E3P1S2,oxandra,oxandra mediocris,oxandra mediocris diels,18,10,1979,291
CHC235T2E4P2S1,sciadotenia,sciadotenia toxifera,sciadotenia toxifera krukoff & a.c. sm.,16,10,1979,289
CHC203T2E3P3S5,polygala,polygala acuminata,polygala acuminata willd.,20,11,1980,325
CHC192T2E3P1S4,psychotria,psychotria marginata,psychotria marginata sw.,2,10,1986,275
CHC195T2E3P3S4,calyptranthes,calyptranthes longifolia,calyptranthes longifolia o.berg,16,9,1980,260
CHC133T2E3P2S3,ficus,,ficus pertusa l. f.,26,8,1984,239
CHC138T2E3P2S3,inga,inga,inga mill.,5,7,1984,187
CHC199T2E3P1S5,peritassa,peritassa peruviana,peritassa peruviana (miers) a.c.sm.,17,10,1979,290
CHC161T2E3P3S1,unonopsis,unonopsis guatterioides,unonopsis guatterioides (a.dc.) r.e.fr.,22,11,1994,326
CHC190T2E3P1S4,cremastosperma,cremastosperma bullatum,cremastosperma confusum pirie,7,1,1981,7
CHC208T2E3P1S5,tapirira,tapirira guianensis,tapirira guianensis aubl.,15,10,1980,289
CHC150T2E3P2S5,solanum,solanum asperolanatum,solanum asperolanatum ruiz & pav.,1,9,1990,244
CHC236T2E4P2S1,rubus,rubus erythroclados,rubus erythroclados mart. ex hook.f.,30,10,1987,303
CHC194T2E3P1S5,faramea,,faramea multiflora a.rich. ex dc.,24,11,1994,328
CHC198T2E3P1S5,casearia,,casearia decandra,16,10,1986,289
CHC118T2E3P2S2,calyptranthes,calyptranthes,calyptranthes,8,10,1980,282
CHC193T2E3P3S4,trichilia,trichilia elegans,trichilia elegans a.juss.,21,12,1988,356
CHC204T2E3P1S5,mollinedia,mollinedia ovata,mollinedia tessmannii perkins,26,11,1980,331
CHC165T2E3P1S2,monotagma,monotagma plurispicatum,monotagma plurispicatum (körn.) k.schum.,16,8,1973,228
CHC93T2E2P2S5,cyperus,cyperus blepharoleptos,cyperus blepharoleptos,11,9,1986,254
CHC175T2E3P3S2,pausandra,pausandra trianae,pausandra trianae baill.,19,8,1973,231
CHC72T2E2P2S3,psychotria,psychotria,psychotria educta,18,10,1986,291
CHC111T2E2P3S2,tapirira,tapirira guianensis,tapirira guianensis aubl.,26,9,1980,270
CHC98T2E2P1S3,duguetia,duguetia quitarensis,duguetia quitarensis benth.,29,9,1979,272
CHC164T2E3P1S2,phyllanthus,phyllanthus juglandifolius,phyllanthus juglandifolius,29,9,1986,272
CHC202T2E3P1S5,columnea,,columnea sp.,29,5,2010,149
CHC90T2E2P1S2,dioscorea,dioscorea bulbifera,dioscorea l.,18,10,2006,291
CHC169T2E3P3S1,gentiana,gentiana,gentiana sp.,29,5,2010,149
CHC92T2E2P2S5,casearia,,casearia aculeata,10,3,1977,69
CHC111T2E2P1S5,himatanthus,himatanthus sucuuba,himatanthus sucuuba,22,10,1986,295
CHC177T2E3P3S2,drypetes,drypetes amazonica,drypetes amazonica steyerm. var. peruviana j.f.macbr.,1,11,1980,306
CHC163T2E3P1S2,dolichandra,dolichandra uncata,dolichandra uncata (andrews) l.g. lohmann,20,7,1984,202
CHC163T2E3P3S1,ludwigia,ludwigia tomentosa,ludwigia l.,16,8,1984,229
CHC195T2E3P1S5,pavonia,,pavonia paniculata cav.,16,8,1984,229
CHC189T2E3P1S4,ochellochloa,ochellochloa stolonifera,ocellochloa stolonifera,19,10,1986,292
CHC196T2E3P1S5,heliconia,heliconia episcopalis,heliconia episcopalis,8,8,1973,220
CHC104T2E2P2S5,baccharis,baccharis pentlandii,baccharis pentlandii,30,10,1987,303
CHC146T2E3P2S5,pleurothyrium,pleurothyrium intermedium,pleurothyrium intermedium,19,9,1986,262
CHC107T2E2P1S4,ficus,ficus casapiensis,ficus casapiensis,22,8,1976,235
CHC104T2E2P1S4,pleonotoma,pleonotoma variabilis,pleonotoma variabilis,17,10,1991,290
CHC153T2E3P2S5,forsteronia,forsteronia affinis,forsteronia affinis,11,10,1986,284
CHC171T2E3P1S3,brachyotum,brachyotum nutans,brachyotum nutans,29,6,1978,180
CHC105T2E2P1S4,endlicheria,endlicheria krukovii,endlicheria krukovii,2,10,1986,275
CHC73T2E2P2S3,paypayrola,,paypayrola sp.,16,10,1986,289
CHC166T2E3P1S3,combretum,combretum assimile,combretum assimile,17,8,1974,229
CHC187T2E3P1S4,cecropia,cecropia concolor,cecropia concolor,29,9,1986,272
CHC145T2E2P3S5,pedersenia,pedersenia argentata,pedersenia argentata (mart.) holub,21,8,1976,234
CHC83T2E2P2S4,xanthosoma,xanthosoma viviparum,xanthosoma viviparum,25,11,1980,330
CHC105T2E2P3S1,ficus,,ficus pertusa,9,5,1977,129
CHC42T2E1P3S1,cecropia,cecropia membranacea,cecropia membranacea,26,12,1988,361
CHC193T2E3P1S4,rauia,rauia resinosa,rauia resinosa nees & mart.,25,12,1988,360
CHC197T2E3P1S5,rauwolfia,rauwolfia praecox,rauvolfia praecox,26,8,1984,239
CHC50T2E1P3S1,rhodospatha,rhodospatha rubropunctata,rhodospatha rubropunctata croat,15,9,1986,258
CHC99T2E2P2S5,ischnosiphon,ischnosiphon hirsutus,ischnosiphon hirsutus,11,10,1986,284
CHC87T2E2P1S1,trichostigma,trichostigma octandrum,trichostigma octandrum,7,9,1986,250
CHC120T2E2P3S3,undesignated,,hippocrateaceae juss.,13,9,1993,256
CHC119T2E3P2S2,rudgea,rudgea verticillata,rudgea verticellata,5,10,1986,278
CHC65T2E1P3S3,rudgea,rudgea viburnoides,rudgea viburnoides subsp. megalocarpa,22,10,1986,295
CHC62T2E2P2S2,psychotria,psychotria carthagenensis,psychotria carthagenensis,8,9,1986,251
CHC191T2E3P1S4,pouteria,pouteria ephedrantha,pouteria ephedrantha,14,8,1973,226
CHC134T2E2P3S4,cordia,cordia hebeclada,cordia hebeclada i.m. johnst.,27,8,2012,240
CHC106T2E2P3S1,bocoa,bocoa alterna,bocoa alterna,6,10,1991,279
CHC96T2E2P2S5,coussarea,coussarea rudgeoides,coussarea rudgeoides,17,8,1974,229
CHC112T2E2P3S2,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,23,4,1991,113
CHC151T2E3P2S5,hedyosmum,hedyosmum racemosum,hedyosmum racemosum,13,11,1986,317
CHC103T2E2P2S5,endlicheria,endlicheria klugii,endlicheria klugii,,,,
CHC76T2E2P2S4,olyra,olyra latifolia,olyra latifolia,20,4,1991,110
CHC108T2E2P3S1,campyloneurum,campyloneurum asplundii,campyloneurum asplundii (c.chr.) ching,30,10,1987,303
CHC44T2E1P3S1,baccharis,baccharis johnwurdackiana,baccharis johnwurdackiana,11,9,1990,254
CHC399T2E4P2S4,henriettea,henriettea sylvestris,henriettea sylvestris  (gleason) j.f.macbr.,21,9,1986,264
CHC492T2E4P3S2,cyathea,cyathea subtropica,cyathea ulei (christ) domin,15,9,1991,258
CHC569T2E4P3S5,myrcia,,myrcia dc.,6,11,1986,310
CHC405T2E4P2S4,pouteria,pouteria torta,pouteria torta subsp. glabra t.d. penn.,17,10,1979,290
CHC490T2E4P3S2,diospyros,diospyros artanthifolia,diospyros artanthifolia mart. ex miq.,17,10,1979,290
CHC392T2E4P2S4,combretum,combretum fruticosum,combretum laxum jacq.,19,10,1979,292
CHC320T2E4P2S2,bignonia,bignonia sciuripabula,bignonia sciuripabulum (hovel.) l.g. lohmann,24,10,1986,297
CHC422T2E4P2S5,eriochloa,eriochloa punctata,eriochloa punctata (l.) desv. ex ham.,5,8,1984,218
CHC397T2E4P2S4,solanum,solanum candolleanum,solanum candolleanum berthault,21,3,1992,81
CHC574T2E5P1S1,sarcaulus,sarcaulus brasiliensis,sarcaulus brasiliensis subsp. brasiliensis,15,9,1986,258
CHC459T2E4P3S1,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,23,4,1991,113
CHC474T2E4P3S1,acanthocladus,acanthocladus scleroxylon,polygala scleroxylon,2,7,1984,184
CHC226T2E4P1S2,persea,,persea ferruginea kunth,7,3,1991,66
CHC410T2E4P2S4,commelina,commelina diffusa,commelina diffusa burm.f.,15,8,1984,228
CHC325T2E4P2S2,solanum,solanum iltisii,solanum iltisii k.e.roe,4,9,1992,248
CHC378T2E4P2S3,solanum,solanum lindenii,solanum lindenii rusby,4,9,1992,248
CHC447T2E4P2S5,xylopia,xylopia cuspidata,xylopia cuspidata,9,10,1986,282
CHC455T2E4P3S1,annona,annona hypoglauca,annona hypoglauca,21,8,1976,234
CHC536T2E4P3S3,sorocea,sorocea guilleminiana,sorocea guilleminiana,20,10,1986,293
CHC675T2E5P1S5,cedrela,cedrela odorata,cedrela longipetiolulata harms,26,8,1984,239
CHC288T2E4P2S2,pseudima,pseudima frutescens,pseudima frutescens (aubl.) radlk.,3,5,1987,123
CHC408T2E4P2S4,smilax,smilax longifolia,smilax longifolia,12,10,1991,285
CHC436T2E4P2S5,agalinis,agalinis pennellii,agalinis pennellii,29,5,2010,149
CHC525T2E4P3S3,senecio,senecio trilobus,senecio l.,29,6,1978,180
CHC472T2E4P3S1,geonoma,geonoma macrostachys,geonoma macrostachys mart.,19,10,1979,292
CHC453T2E4P3S1,platymiscium,platymiscium stipulare,platymiscium stipulare benth.,3,5,1987,123
CHC377T2E4P2S3,licaria,licaria triandra,licaria triandra (sw.) kosterm.,3,3,1977,62
CHC381T2E4P2S3,bomarea,bomarea formosissima,bomarea formosissima (ruiz & pav.) herb.,30,10,1987,303
CHC385T2E4P2S4,virola,virola mollissima,virola mollissima (poepp. ex a. dc.) warb.,18,10,1979,291
CHC540T2E4P3S3,palicourea,palicourea punicea,palicourea punicea (ruiz & pav.) dc.,5,7,1984,187
CHC437T2E4P2S5,bignonia,bignonia lilacina,bignonia lilacina,17,10,1991,290
CHC311T2E4P2S2,justicia,justicia tenuiflora,justicia tenuiflora ruiz & pav.,31,8,1984,244
CHC435T2E4P2S5,mabea,mabea piriri,mabea aubl.,29,7,1984,211
CHC393T2E4P2S4,mollinedia,mollinedia ovata,mollinedia tessmannii perkins,12,7,1984,194
CHC271T2E4P2S1,clarisia,clarisia biflora,clarisia biflora ruiz & pav.,26,8,1984,239
CHC406T2E4P2S4,chrysochlamys,chrysochlamys ulei,chrysochlamys ulei engl.,14,7,1984,196
CHC623T2E5P1S3,alchemilla,alchemilla arbiculata,alchemilla orbiculata ruiz & pav.,30,10,1987,303
CHC387T2E4P2S4,erythrina,erythrina poeppigiana,erythrina poeppigiana (walp.) o.f. cook,16,8,1984,229
CHC538T2E4P3S3,renealmia,renealmia cernua,renealmia cernua (sw. ex roem. & schult.) j.f.macbr.,22,10,1979,295
CHC489T2E4P3S2,bronwenia,bronwenia wurdackii,bronwenia wurdackii (b. gates) w.r. anderson & c. davis,10,9,1989,253
CHC471T2E4P3S1,arundinella,arundinella berteroniana,arundinella berteroniana (schult.) hitchc. & chase,6,8,1984,219
CHC355T2E4P2S3,schefflera,schefflera morototoni,didymopanax morototoni (aubl.) decne. & planch.,26,8,1984,239
CHC316T2E4P2S2,casearia,casearia pitumba,casearia pitumba sleumer,17,8,1974,229
CHC413T2E4P2S4,mansoa,,mansoa parvifolia (a.h. gentry) a.h. gentry,19,7,1984,201
CHC379T2E4P2S3,fridericia,fridericia nigrescens,fridericia nigrescens (sandwith) l.g. lohmann,6,6,2001,157
CHC250T2E4P2S1,thelypteris,thelypteris,thelypteris andicola a.r. sm.,30,10,1987,303
CHC415T2E4P2S4,pseudima,pseudima frutescens,pseudima frutescens,8,10,1986,281
CHC394T2E4P2S4,piper,piper tuberculatum,piper tuberculatum jacq.,3,5,1987,123
CHC353T2E4P2S3,palicourea,,palicourea racemosa (aubl.) g. nicholson,3,5,1987,123
CHC295T2E4P2S2,diplazium,diplazium bombonasae,diplazium bombonasae,17,9,1986,260
CHC329T2E4P2S2,polystachya,polystachya paulensis,polystachya nana klotzsch,24,7,1984,206
CHC402T2E4P2S4,cheiloclinium,cheiloclinium cognatum,cheiloclinium cognatum (miers) a.c.sm.,5,10,1989,278
CHC322T2E4P2S2,klarobelia,klarobelia candida,klarobelia candida chatrou,15,12,1998,349
CHC504T2E4P3S3,casearia,,casearia obovalis poepp. ex griseb.,2,12,1982,336
CHC414T2E4P2S4,tapirira,tapirira guianensis,tapirira guianensis aubl.,3,5,1987,123
CHC401T2E4P2S4,piptocarpha,piptocarpha poeppigiana,piptocarpha poeppigiana,11,10,1986,284
CHC343T2E4P2S3,pariana,,pariana campestris,22,4,1991,112
CHC391T2E4P2S4,diplazium,diplazium praestans,diplazium praestans,9,10,1986,282
CHC266T2E4P2S1,epidendrum,epidendrum coronatum,epidendrum coronatum ruiz & pav.,24,8,1984,237
CHC199T2E3P3S5,caperonia,caperonia zaponzeta,caperonia zaponzeta,3,3,1977,62
CHC526T2E4P3S3,ficus,,ficus l.,18,7,1984,200
CHC277T2E4P2S1,begonia,begonia semiovata,begonia semiovata liebm.,15,8,1984,228
CHC586T2E5P1S1,centrolobium,centrolobium paraense,centrolobium paraense tul.,31,8,1984,244
CHC374T2E4P2S3,vigna,vigna luteola,vigna luteola (jacq.) benth.,19,8,1973,231
CHC386T2E4P2S4,cissus,cissus peruviana,cissus peruviana lombardi,3,5,1987,123
CHC369T2E4P2S3,serjania,serjania dibotrya,serjania dibotrya poepp.,28,7,1984,210
CHC314T2E4P2S2,allophylus,allophylus scrobiculatus,allophylus scrobiculatus (poepp.) radlk.,8,7,1984,190
CHC423T2E4P2S5,amyris,,amyris macrocarpa gereau,3,5,1987,123
CHC318T2E4P2S2,myrsine,,myrsine latifolia (ruiz & pav.) spreng.,19,8,1989,231
CHC190T2E3P3S4,philodendron,philodendron megalophyllum,philodendron megalophyllum schott,9,11,1986,313
CHC310T2E4P2S2,adenophaedra,adenophaedra megalophylla,adenophaedra megalophylla,5,10,1986,278
CHC309T2E4P2S2,sanchezia,sanchezia sprucei,sanchezia sprucei,22,10,1979,295
CHC370T2E4P2S3,stenostephanus,stenostephanus longistaminus,stenostephanus longistaminus,11,11,1980,316
CHC248T2E4P2S1,campyloneurum,campyloneurum solutum,campyloneurum solutum (klotzsch) fée,30,10,1987,303
CHC388T2E4P2S4,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,19,4,1991,109
CHC256T2E4P2S1,rudgea,rudgea palicoureoides,rudgea palicoureoides (mart.) müll. arg.,23,12,1988,358
CHC264T2E4P2S1,miconia,,miconia ruiz & pav.,14,6,2012,166
CHC332T2E4P2S2,eugenia,eugenia oerstediana,eugenia oerstediana o. berg,16,10,1979,289
CHC336T2E4P2S2,clidemia,clidemia octona,clidemia octona (bonpl.) l.o. williams,29,9,1986,272
CHC331T2E4P2S2,solanum,solanum uncinellum,solanum uncinellum lindl.,20,8,1976,233
CHC430T2E4P2S5,allophylus,allophylus divaricatus,allophylus divaricatus,8,10,1986,281
CHC139T2E3P2S3,dioscorea,dioscorea bulbifera,dioscorea l.,6,7,2005,187
CHC268T2E4P2S1,lunania,,lunania parviflora spruce ex benth.,22,10,1979,295
CHC382T2E4P2S3,mendoncia,mendoncia lindavii,mendoncia lindavii,18,12,1988,353
CHC239T2E4P1S4,sanchezia,sanchezia sprucei,sanchezia sprucei,12,10,1991,285
CHC482T2E4P3S2,syngonium,syngonium podophyllum,syngonium podophyllum schott,16,10,1979,289
CHC338T2E4P2S2,carica,,carica microcarpa subsp. microcarpa,4,10,1986,277
CHC321T2E4P2S2,inga,inga chrysantha,inga chrysantha,14,10,1986,287
CHC407T2E4P2S4,merremia,merremia macrocalyx,merremia macrocalyx,29,9,1986,272
CHC262T2E4P2S1,callitriche,callitriche lechleri,callitriche lechleri (hegelm.) fassett,29,6,1978,180
CHC267T2E4P2S1,tournefortia,tournefortia cuspidata,tournefortia cuspidata,5,11,1986,309
CHC184T2E3P3S3,lundia,,lundia spruceana,17,10,1991,290
CHC205T2E3P3S5,palicourea,,palicourea guianensis aubl.,16,10,1979,289
CHC251T2E4P2S1,trematodon,trematodon longicollis,trematodon longicollis michx.,12,9,1986,255
CHC145T2E3P2S4,eugenia,,eugenia florida,9,10,1986,282
CHC323T2E4P2S2,combretum,combretum fruticosum,combretum laxum,2,10,1991,275
CHC265T2E4P2S1,dioscorea,dioscorea bulbifera,dioscorea l.,14,12,1998,348
CHC274T2E4P2S1,arabidaea,arabidaea,arrabidaea,17,10,1991,290
CHC315T2E4P2S2,solanum,solanum proteanthum,solanum proteanthum bohs,30,9,1980,274
CHC333T2E4P2S2,costus,,costus l.,22,10,1979,295
CHC106T2E2P1S4,dioscorea,dioscorea bulbifera,dioscorea l.,24,2,1985,55
CHC91T2E2P2S5,peperomia,peperomia rhombea,peperomia rhombea ruiz & pav.,16,10,1979,289
CHC91T2E2P1S2,luehea,luehea cymulosa,luehea cymulosa spruce ex benth.,16,10,1979,289
CHC88T2E2P2S5,enterolobium,enterolobium barnebianum,enterolobium barnebianum mesquita & m.f. silva,19,10,1979,292
CHC54T2E2P2S1,quararibea,quararibea wittii,quararibea wittii,5,11,1986,309
CHC213T1E4P3S5,seemannia,seemannia sylvatica,seemannia sylvatica,29,5,2010,149
CHC101T2E2P2S5,peperomia,peperomia circinnata,peperomia circinnata link,16,10,1979,289
CHC99T2E2P1S3,besleria,,besleria sp.,29,5,2010,149
CHC168T2E3P1S3,ageratum,ageratum conyzoides,ageratum conyzoides subsp. conyzoides,5,8,1984,218
CHC100T2E2P2S5,piper,piper nudilimbum,piper nudilimbum,22,8,1976,235
CHC23T2E1P1S3,neea,neea parviflora,neea parviflora,4,10,1986,277
CHC79T2E2P2S4,sisyrinchium,sisyrinchium jamesonii,sisyrinchium jamesonii,8,1,2011,8
CHC46T2E1P3S1,dioscorea,dioscorea bulbifera,dioscorea l.,3,7,1993,184
CHC53T2E1P3S2,olyra,olyra latifolia,olyra latifolia,20,4,1991,110
CHC74T2E2P2S3,ocotea,ocotea bofo,ocotea bofo kunth,1,10,1986,274
CHC100T2E2P1S3,ficus,,ficus maxima mill.,20,8,1976,233
CHC40T2E1P3S1,clidemia,clidemia sprucei,clidemia sprucei,24,10,1986,297
CHC92T2E2P1S2,cayaponia,cayaponia citrullifolia,cayaponia sp.,17,10,1991,290
CHC56T2E2P2S2,peltostigma,peltostigma guatemalense,peltostigma parviflorum,11,9,1989,254
CHC78T2E2P2S4,tovomita,tovomita guianensis,tovomita aubl.,11,10,1986,284
CHC102T2E2P2S5,mucuna,,mucuna elliptica (ruiz & pav.) dc.,12,8,1973,224
CHC89T2E2P2S5,lasiacis,lasiacis ligulata,lasiacis ligulata,24,4,1991,114
CHC37T2E1P1S5,marcgravia,marcgravia crenata,marcgravia crenata,27,11,1980,332
CHC69T2E2P2S3,dioscorea,dioscorea bulbifera,dioscorea l.,10,8,1995,222
CHC107T2E2P3S1,dioscorea,dioscorea bulbifera,dioscorea l.,11,2,2009,42
CHC61T2E2P2S2,undesignated,,araliaceae juss.,8,8,1992,221
CHC82T2E2P2S4,inga,inga,inga vera subsp. affinis (dc.) t.d. penn.,19,10,1979,292
CHC77T2E1P3S5,salacia,,salacia l.,22,9,1993,265
CHC22T2E1P1S3,solanum,solanum proteanthum,solanum proteanthum bohs,11,8,1973,223
CHC67T2E1P3S3,polygala,polygala,polygala gigantea,29,9,1986,272
CHC62T2E1P3S3,paragonia,,paragonia pyramidata (rich.) bureau,22,10,1979,295
CHC07T2E1P2S1,ocotea,ocotea javitensis,ocotea javitensis,,,,
CHC75T2E1P3S5,roupala,roupala montana,roupala montana var. montana,14,10,1986,287
CHC123T1E4P3S2,swartzia,,swartzia myrtifolia var. myrtifolia,1,10,1986,274
CHC80T2E2P2S4,bignonia,bignonia campanulata,bignonia campanulata cham.,19,6,2001,170
CHC54T2E1P3S2,cecropia,cecropia ficifolia,cecropia ficifolia,11,10,1986,284
CHC97T2E2P2S5,ficus,ficus obtusifolia,ficus obtusifolia,5,9,1986,248
CHC143T1E4P3S3,calophyllum,,calophyllum brasiliense cambess.,19,10,1979,292
CHC03T2E1P2S1,indet.,,indet. sp.,29,5,2010,149
CHC52T2E2P2S1,sabicea,,sabicea villosa var. adpressa (wernham) standl.,20,10,1986,293
CHC60T2E2P2S2,cissus,cissus pseudoverticillata,cissus pseudoverticillata lombardi,18,10,1979,291
CHC197T1E4P3S5,klarobelia,klarobelia candida,klarobelia candida chatrou,21,11,1994,325
CHC90T2E2P2S5,ficus,,ficus paraensis,9,9,1986,252
CHC113T2E2P3S2,fridericia,fridericia platyphylla,fridericia platyphylla (cham.) l.g. lohmann,29,9,1986,272
CHC68T2E1P3S4,malmea,malmea dielsiana,malmea dielsiana saff. ex r.e. fr.,22,11,1994,326
CHC24T2E1P1S3,justicia,justicia spinosa,justicia l.,30,6,1984,182
CHC47T2E2P2S1,pausandra,pausandra trianae,pausandra trianae (müll. arg.) baill.,19,8,1973,231
CHC124T1E4P3S2,ardisia,ardisia albovirens,ardisia albovirens mez,14,8,1982,226
CHC55T2E2P2S1,cordiera,,cordiera triflora dc.,12,7,1984,194
CHC66T2E1P3S3,randia,,randia l.,3,5,1987,123
CHC121T1E4P3S2,solanum,solanum actaeabotrys,solanum actaeabotrys rusby,5,9,1992,249
CHC68T2E2P2S2,piper,piper nudilimbum,piper nudilimbum c.dc.,16,10,1979,289
CHC47T2E1P3S1,casearia,,casearia decandra,12,10,1986,285
CHC186T1E4P3S5,casearia,,casearia obovalis poepp. ex griseb.,16,8,1973,228
CHC28T2E1P1S3,undesignated,,undesignated,6,7,1988,188
CHC25T2E1P1S3,undesignated,,undesignated,26,8,1984,239
CHC221T1E4P3S5,alternanthera,alternanthera flavescens,alternanthera flavescens,7,10,1986,280
CHC189T1E4P3S5,ficus,,ficus radula,21,9,1986,264
CHC32T2E1P1S4,coccoloba,coccoloba lehmannii,coccoloba lehmannii,12,9,1986,255
CHC76T2E1P3S5,fridericia,fridericia dichotoma,fridericia dichotoma,9,10,1991,282
CHC17T2E1P1S2,passiflora,passiflora candollei,passiflora candollei,15,9,1989,258
CHC220T1E4P3S5,paragonia,,paragonia pyramidata,17,10,1991,290
CHC59T2E1P3S2,diospyros,diospyros inconstans,diospyros inconstans subsp. psidioides (kunth) b. walln.,17,8,1973,229
CHC50T2E2P2S1,calathea,calathea capitata,goeppertia capitata,16,8,1973,228
CHC21T2E1P1S3,olyra,olyra latifolia,olyra latifolia,25,4,1991,115
CHC109T1E4P3S2,bronwenia,bronwenia wurdackii,banisteriopsis wurdackii,10,9,1989,253
CHC223T1E4P3S5,bignonia,bignonia bracteomana,bignonia bracteomana,24,10,1986,297
CHC43T2E1P3S1,cedrela,cedrela odorata,cedrela odorata,12,10,1986,285
CHC061T1E4P3S2,rudgea,rudgea poeppigii,rudgea poeppigii k. schum. ex standl.,12,7,1984,194
CHC16T2E1P2S2,hillia,hillia ulei,hillia ulei k. schum. ex üle,21,7,1984,203
CHC158T1E4P3S4,hymenachne,hymenachne amplexicaulis,hymenachne amplexicaulis (rudge) nees,27,6,1984,179
CHC069T1E4P3S2,macrothelypteris,macrothelypteris torresiana,macrothelypteris torresiana,19,9,1986,262
CHC170T1E4P3S4,pourouma,pourouma minor,pourouma minor benoist,10,7,1984,192
CHC35T2E1P2S5,allophylus,allophylus glabratus,allophylus glabratus radlk.,19,8,1973,231
CHC063T1E4P3S2,ruellia,ruellia brevifolia,ruellia brevifolia,7,10,1986,280
CHC15T2E1P1S2,dioscorea,dioscorea bulbifera,dioscorea l.,26,2,1997,57
CHC222T1E4P3S5,vanilla,vanilla cribbiana,vanilla cribbiana soto arenas,6,8,1984,219
CHC148T1E4P3S3,lycopodium,lycopodium clavatum,lycopodium clavatum,29,6,1978,180
CHC172T1E4P3S4,simaba,,simaba sp.,15,10,1991,288
CHC139T1E4P3S3,paullinia,paullinia hystrix,paullinia hystrix,1,10,1991,274
CHC125T1E4P3S2,olyra,olyra latifolia,olyra latifolia,22,4,1991,112
CHC122T1E4P3S2,fridericia,fridericia platyphylla,fridericia platyphylla,29,9,1986,272
CHC028T1E4P3S1,nautilocalyx,nautilocalyx,nautilocalyx scandens,23,11,1980,328
CHC48T2E1P3S1,mendoncia,mendoncia robusta,mendoncia robusta,1,10,1980,275
CHC106T1E4P3S2,protium,protium unifoliolatum,protium unifoliolatum,29,9,1986,272
CHC191T1E4P3S5,freziera,freziera karsteniana,freziera karsteniana,6,7,1991,187
CHC198T1E4P3S5,campyloneurum,campyloneurum solutum,campyloneurum remotifolium,29,6,1978,180
CHC29T2E1P1S3,cryptochloa,cryptochloa unispiculata,cryptochloa unispiculata,26,4,1991,116
CHC141T1E4P3S3,pharus,,pharus virescens,30,4,1991,120
