dwc:catalogNumber,dwc:datasetID,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
p00649903,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649903,caryota,caryota monostachya ,23,11,1998,327
p00649902,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649902,caryota,caryota monostachya ,23,11,1998,327
p00649903,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649903,caryota,caryota monostachya ,23,11,1998,327
p00649902,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649902,caryota,caryota monostachya ,23,11,1998,327
2322830,7ddf754f-d193-4cc9-b351-99906754a03b,aca0ef75-34f5-4618-b583-4050b79f5147,caryota,caryota monostachya ,15,7,2004,197
2322830,7ddf754f-d193-4cc9-b351-99906754a03b,aca0ef75-34f5-4618-b583-4050b79f5147,caryota,caryota monostachya ,15,7,2004,197
1055819,7ddf754f-d193-4cc9-b351-99906754a03b,947263e8-5ed5-4961-aa20-23eedb04a521,caryota,caryota monostachya ,14,5,2007,134
1055819,7ddf754f-d193-4cc9-b351-99906754a03b,947263e8-5ed5-4961-aa20-23eedb04a521,caryota,caryota monostachya ,14,5,2007,134
2322875,7ddf754f-d193-4cc9-b351-99906754a03b,131d028d-d68e-4527-ba3b-cab7b1ede727,caryota,caryota monostachya ,26,3,2012,86
2322875,7ddf754f-d193-4cc9-b351-99906754a03b,131d028d-d68e-4527-ba3b-cab7b1ede727,caryota,caryota monostachya ,26,3,2012,86
2322877,7ddf754f-d193-4cc9-b351-99906754a03b,86fd4437-0c7a-4705-be14-24568d90c1e4,caryota,caryota monostachya ,28,3,2012,88
2322877,7ddf754f-d193-4cc9-b351-99906754a03b,86fd4437-0c7a-4705-be14-24568d90c1e4,caryota,caryota monostachya ,28,3,2012,88
2322876,7ddf754f-d193-4cc9-b351-99906754a03b,65314c42-2e93-4820-ac16-eb0af613a74c,caryota,caryota monostachya ,29,3,2012,89
2322876,7ddf754f-d193-4cc9-b351-99906754a03b,65314c42-2e93-4820-ac16-eb0af613a74c,caryota,caryota monostachya ,29,3,2012,89
2322829,7ddf754f-d193-4cc9-b351-99906754a03b,f0b018b2-3228-44a3-99ee-26d1cdc137f6,caryota,caryota monostachya ,5,7,1927,186
2322829,7ddf754f-d193-4cc9-b351-99906754a03b,f0b018b2-3228-44a3-99ee-26d1cdc137f6,caryota,caryota monostachya ,5,7,1927,186
67418,7ddf754f-d193-4cc9-b351-99906754a03b,2b5292c0-1dd2-4c3a-9d40-9c152036d649,caryota,caryota monostachya ,7,8,1933,219
67418,7ddf754f-d193-4cc9-b351-99906754a03b,2b5292c0-1dd2-4c3a-9d40-9c152036d649,caryota,caryota monostachya ,7,8,1933,219
1055822,7ddf754f-d193-4cc9-b351-99906754a03b,0c92d5d4-d421-4656-8d27-e61bda01f4b3,caryota,caryota monostachya ,9,7,2003,190
1055820,7ddf754f-d193-4cc9-b351-99906754a03b,689d2dcd-fa1d-44ac-9402-2f5eaa98c4b5,caryota,caryota monostachya ,9,7,2003,190
1055822,7ddf754f-d193-4cc9-b351-99906754a03b,0c92d5d4-d421-4656-8d27-e61bda01f4b3,caryota,caryota monostachya ,9,7,2003,190
1055820,7ddf754f-d193-4cc9-b351-99906754a03b,689d2dcd-fa1d-44ac-9402-2f5eaa98c4b5,caryota,caryota monostachya ,9,7,2003,190
2322831,7ddf754f-d193-4cc9-b351-99906754a03b,134f9c82-210b-4625-bbff-35a3e151b3d2,caryota,caryota monostachya ,9,12,2005,343
2322831,7ddf754f-d193-4cc9-b351-99906754a03b,134f9c82-210b-4625-bbff-35a3e151b3d2,caryota,caryota monostachya ,9,12,2005,343
1055821,7ddf754f-d193-4cc9-b351-99906754a03b,7203c436-c1a6-41d2-82a0-a9231d95befb,caryota,caryota monostachya ,3,5,2007,123
1055821,7ddf754f-d193-4cc9-b351-99906754a03b,7203c436-c1a6-41d2-82a0-a9231d95befb,caryota,caryota monostachya ,3,5,2007,123
1055818,7ddf754f-d193-4cc9-b351-99906754a03b,afec4efc-f065-4e19-a3fb-5c5ca986a147,caryota,caryota monostachya ,7,5,2007,127
1055818,7ddf754f-d193-4cc9-b351-99906754a03b,afec4efc-f065-4e19-a3fb-5c5ca986a147,caryota,caryota monostachya ,7,5,2007,127
1170366,7ddf754f-d193-4cc9-b351-99906754a03b,49b565c0-3a73-49d5-bdc3-b2f4d1860bf5,caryota,caryota monostachya ,4,1,2010,4
1170366,7ddf754f-d193-4cc9-b351-99906754a03b,49b565c0-3a73-49d5-bdc3-b2f4d1860bf5,caryota,caryota monostachya ,4,1,2010,4
barcode-00368947,7ddf754f-d193-4cc9-b351-99906754a03b,c894e2b6-44a7-4014-a3f7-e89036b0eb5e,caryota,caryota monostachya ,14,12,1947,348
barcode-00368947,7ddf754f-d193-4cc9-b351-99906754a03b,c894e2b6-44a7-4014-a3f7-e89036b0eb5e,caryota,caryota monostachya ,14,12,1947,348
1771077,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1771077,caryota,caryota monostachys,23,11,1998,327
1771077,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1771077,caryota,caryota monostachys,23,11,1998,327
1559880,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1559880,caryota,caryota monostachys,24,2,2001,55
1559880,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1559880,caryota,caryota monostachys,24,2,2001,55
100179707,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100179707,caryota,caryota monostachys,21,3,2007,80
100179707,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100179707,caryota,caryota monostachys,21,3,2007,80
100350545,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100350545,caryota,caryota monostachys,16,6,2002,167
100350545,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100350545,caryota,caryota monostachys,16,6,2002,167
100350202,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100350202,caryota,caryota monostachys,20,6,2002,171
100350202,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100350202,caryota,caryota monostachys,20,6,2002,171
1318252,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1318252,caryota,caryota monostachys,12,6,1998,163
1318252,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1318252,caryota,caryota monostachys,12,6,1998,163
3375741,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:3375741,caryota,caryota monostachys,3,7,2005,184
3375741,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:3375741,caryota,caryota monostachys,3,7,2005,184
1582,7ddf754f-d193-4cc9-b351-99906754a03b,bra:ufpb:ean:1582,caryota,caryota nittis,18,10,1955,291
1582,7ddf754f-d193-4cc9-b351-99906754a03b,bra:ufpb:ean:1582,caryota,caryota nittis,18,10,1955,291
l  0617764,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617764,caryota,caryota no ,23,11,1971,327
l  0617763,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617763,caryota,caryota no ,23,11,1971,327
l  0615611,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200615611,caryota,caryota no ,23,11,1971,327
l  0617762,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617762,caryota,caryota no ,23,11,1971,327
l  0617765,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617765,caryota,caryota no ,23,11,1971,327
l  0617764,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617764,caryota,caryota no ,23,11,1971,327
l  0617763,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617763,caryota,caryota no ,23,11,1971,327
l  0615611,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200615611,caryota,caryota no ,23,11,1971,327
l  0617762,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617762,caryota,caryota no ,23,11,1971,327
l  0617765,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200617765,caryota,caryota no ,23,11,1971,327
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000526298,caryota,caryota no ,27,11,2007,331
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000526298,caryota,caryota no ,27,11,2007,331
l  0615596,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200615596,caryota,caryota no ,6,10,1963,279
l.1411571,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1411571,caryota,caryota no ,6,10,1963,279
l.1411572,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1411572,caryota,caryota no ,6,10,1963,279
l  0615596,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200615596,caryota,caryota no ,6,10,1963,279
l.1411571,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1411571,caryota,caryota no ,6,10,1963,279
l.1411572,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1411572,caryota,caryota no ,6,10,1963,279
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525621,caryota,caryota no ,1,5,1997,121
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525621,caryota,caryota no ,1,5,1997,121
2322879,7ddf754f-d193-4cc9-b351-99906754a03b,30a74ffd-c8c8-4169-aeee-a8e0d676f04b,caryota,caryota no ,1,1,2009,1
2322878,7ddf754f-d193-4cc9-b351-99906754a03b,006a43ab-380a-47be-9724-2fdb370c2b85,caryota,caryota no ,1,1,2009,1
2322879,7ddf754f-d193-4cc9-b351-99906754a03b,30a74ffd-c8c8-4169-aeee-a8e0d676f04b,caryota,caryota no ,1,1,2009,1
2322878,7ddf754f-d193-4cc9-b351-99906754a03b,006a43ab-380a-47be-9724-2fdb370c2b85,caryota,caryota no ,1,1,2009,1
1249523,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/32cba7041-af6c-4d3f-965c-2b6c5e6d730c,caryota,caryota ochlandra,27,4,1923,117
1249523,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/32cba7041-af6c-4d3f-965c-2b6c5e6d730c,caryota,caryota ochlandra,27,4,1923,117
210775,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3359c9cd9-e8b9-4eaf-aabf-5eab82bc061f,caryota,caryota ochlandra,13,5,1919,133
210775,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3359c9cd9-e8b9-4eaf-aabf-5eab82bc061f,caryota,caryota ochlandra,13,5,1919,133
1508466,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/34bfaa488-2bd5-47aa-ba2a-194437433cfc,caryota,caryota ochlandra,29,5,1928,150
1508466,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/34bfaa488-2bd5-47aa-ba2a-194437433cfc,caryota,caryota ochlandra,29,5,1928,150
1428756,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/392d2948b-e9d6-4837-bf3a-7b55f6d9797d,caryota,caryota ochlandra,12,6,1917,163
1428756,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/392d2948b-e9d6-4837-bf3a-7b55f6d9797d,caryota,caryota ochlandra,12,6,1917,163
1665281,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3730e09cf-748b-4eee-b16f-c9c556365cbd,caryota,caryota ochlandra,5,3,1932,65
1665282,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/38a301c9d-e17a-4494-9cf1-8b1cbdd1c4aa,caryota,caryota ochlandra,5,3,1932,65
1665281,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3730e09cf-748b-4eee-b16f-c9c556365cbd,caryota,caryota ochlandra,5,3,1932,65
1665282,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/38a301c9d-e17a-4494-9cf1-8b1cbdd1c4aa,caryota,caryota ochlandra,5,3,1932,65
s06-13680,7ddf754f-d193-4cc9-b351-99906754a03b,s:vascularplants:s06-13680,caryota,caryota ochlandra,14,7,1933,195
s06-13680,7ddf754f-d193-4cc9-b351-99906754a03b,s:vascularplants:s06-13680,caryota,caryota ochlandra,14,7,1933,195
p00646827,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646827,caryota,caryota ochlandra,24,7,1936,206
p00646827,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646827,caryota,caryota ochlandra,24,7,1936,206
2324263,7ddf754f-d193-4cc9-b351-99906754a03b,ba34fc95-e656-48d6-ba90-88bee25d4902,caryota,caryota ochlandra,3,7,1933,184
2324263,7ddf754f-d193-4cc9-b351-99906754a03b,ba34fc95-e656-48d6-ba90-88bee25d4902,caryota,caryota ochlandra,3,7,1933,184
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000030060,caryota,caryota ophiopellis dowe,9,11,1994,313
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000030060,caryota,caryota ophiopellis dowe,9,11,1994,313
2701050,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3803d46b1-302e-4901-b554-5f541954c35a,caryota,caryota plumosa,5,8,1972,218
2701048,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3a8549c4b-7425-4721-b276-fcad19b0ba7b,caryota,caryota plumosa,5,8,1972,218
2701049,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3630c2719-451d-4cb1-ad81-eb77b88217b5,caryota,caryota plumosa,5,8,1972,218
2701050,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3803d46b1-302e-4901-b554-5f541954c35a,caryota,caryota plumosa,5,8,1972,218
2701048,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3a8549c4b-7425-4721-b276-fcad19b0ba7b,caryota,caryota plumosa,5,8,1972,218
2701049,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3630c2719-451d-4cb1-ad81-eb77b88217b5,caryota,caryota plumosa,5,8,1972,218
l.1411575,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411575,caryota,caryota plumosa,8,5,1972,129
l.1411576,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411576,caryota,caryota plumosa,8,5,1972,129
l.1411573,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411573,caryota,caryota plumosa,8,5,1972,129
l.1411575,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411575,caryota,caryota plumosa,8,5,1972,129
l.1411576,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411576,caryota,caryota plumosa,8,5,1972,129
l.1411573,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.1411573,caryota,caryota plumosa,8,5,1972,129
p00415737,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00415737,caryota,caryota propinqua blume ex mart.,21,4,1836,112
p00415737,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00415737,caryota,caryota propinqua blume ex mart.,21,4,1836,112
p00700240,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700240,caryota,caryota rumphiana ,18,5,1909,138
p00700240,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700240,caryota,caryota rumphiana ,18,5,1909,138
p00700239,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700239,caryota,caryota rumphiana ,22,7,1911,203
p00700239,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700239,caryota,caryota rumphiana ,22,7,1911,203
p00700237,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700237,caryota,caryota rumphiana ,28,7,1911,209
p00700238,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700238,caryota,caryota rumphiana ,28,7,1911,209
p00700237,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700237,caryota,caryota rumphiana ,28,7,1911,209
p00700238,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700238,caryota,caryota rumphiana ,28,7,1911,209
p00700242,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700242,caryota,caryota rumphiana ,28,11,1915,332
p00700242,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700242,caryota,caryota rumphiana ,28,11,1915,332
p00700243,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700243,caryota,caryota rumphiana ,28,12,1915,362
p00700243,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700243,caryota,caryota rumphiana ,28,12,1915,362
p00700244,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700244,caryota,caryota rumphiana ,28,5,1916,149
p00700244,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700244,caryota,caryota rumphiana ,28,5,1916,149
p00700241,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700241,caryota,caryota rumphiana ,21,8,1912,234
p00700241,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700241,caryota,caryota rumphiana ,21,8,1912,234
1312452,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/30078ae56-d102-44e8-b84f-6967dfdfd1ed,caryota,caryota sobolifera,22,1,1910,22
1312452,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/30078ae56-d102-44e8-b84f-6967dfdfd1ed,caryota,caryota sobolifera,22,1,1910,22
274890,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3d97a498d-41fb-48dd-bc89-592879640c99,caryota,caryota sobolifera,8,8,1889,220
274890,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3d97a498d-41fb-48dd-bc89-592879640c99,caryota,caryota sobolifera,8,8,1889,220
wag.1142818,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/wag.1142818,caryota,caryota sobolifera,22,1,1910,22
wag.1142818,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/wag.1142818,caryota,caryota sobolifera,22,1,1910,22
,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://herbarium.bgbm.org/object/b180001222,caryota,caryota sobolifera,9,2,1877,40
,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://herbarium.bgbm.org/object/b180001222,caryota,caryota sobolifera,9,2,1877,40
p00646950,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646950,caryota,caryota sympetala ,28,11,1885,332
p00646950,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646950,caryota,caryota sympetala ,28,11,1885,332
p00646859,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646859,caryota,caryota sympetala ,15,2,1920,46
p00646858,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646858,caryota,caryota sympetala ,15,2,1920,46
p00646859,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646859,caryota,caryota sympetala ,15,2,1920,46
p00646858,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646858,caryota,caryota sympetala ,15,2,1920,46
p00646840,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646840,caryota,caryota sympetala ,17,8,1923,229
p00646844,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646844,caryota,caryota sympetala ,17,8,1923,229
p00646843,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646843,caryota,caryota sympetala ,17,8,1923,229
p00646839,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646839,caryota,caryota sympetala ,17,8,1923,229
p00646840,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646840,caryota,caryota sympetala ,17,8,1923,229
p00646844,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646844,caryota,caryota sympetala ,17,8,1923,229
p00646843,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646843,caryota,caryota sympetala ,17,8,1923,229
p00646839,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646839,caryota,caryota sympetala ,17,8,1923,229
p00646757,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646757,caryota,caryota sympetala ,16,6,1924,168
p00646962,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646962,caryota,caryota sympetala ,16,6,1924,168
p00646757,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646757,caryota,caryota sympetala ,16,6,1924,168
p00646962,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646962,caryota,caryota sympetala ,16,6,1924,168
p00646841,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646841,caryota,caryota sympetala ,22,7,1927,203
p00646842,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646842,caryota,caryota sympetala ,22,7,1927,203
p00646841,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646841,caryota,caryota sympetala ,22,7,1927,203
p00646842,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646842,caryota,caryota sympetala ,22,7,1927,203
p00601768,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601768,caryota,caryota sympetala ,19,8,1930,231
p00601767,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601767,caryota,caryota sympetala ,19,8,1930,231
p00601768,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601768,caryota,caryota sympetala ,19,8,1930,231
p00601767,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601767,caryota,caryota sympetala ,19,8,1930,231
p00646836,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646836,caryota,caryota sympetala ,28,3,1997,87
p00646836,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646836,caryota,caryota sympetala ,28,3,1997,87
l.4310670,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4310670,caryota,caryota sympetala ,19,7,2004,201
l.4310669,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4310669,caryota,caryota sympetala ,19,7,2004,201
