dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
28352,urn:catalog:mo:tropicos:28352,cerón martínez 2060,selaginella,selaginella diffusa,9,4,1987,99
,2d9b6e57-7d19-4a94-81b9-768f0b347725,28461,selaginella,selaginella exaltata,30,7,1990,211
190034,76426269-20ac-4e62-bd48-f303361cb6db,15645,selaginella,selaginella exaltata,21,11,1994,325
asu0001853,b19590ee-fffc-44c8-8632-05bf1361ff8a,10653,selaginella,selaginella exaltata,15,6,2003,166
asu0001854,5cc993ba-009b-49d2-a44c-6d3d3201adff,10653,selaginella,selaginella exaltata,15,6,2003,166
brit461835,48988240-233f-4b23-ac09-cd709de02484,10653,selaginella,selaginella exaltata,15,6,2003,166
3844227,0f18bb6b-a2ff-4173-8f64-42e06946695a,10653,selaginella,selaginella exaltata,15,6,2003,166
3011976,urn:catalog:mo:tropicos:3011976,reyes 809,selaginella,selaginella exaltata,22,2,2005,53
2896231,urn:catalog:mo:tropicos:2896231,carrillo 650,selaginella,selaginella exaltata,22,2,2005,53
2896234,urn:catalog:mo:tropicos:2896234,carrillo 650,selaginella,selaginella exaltata,22,2,2005,53
2896232,urn:catalog:mo:tropicos:2896232,carrillo 650,selaginella,selaginella exaltata,22,2,2005,53
2896233,urn:catalog:mo:tropicos:2896233,carrillo 650,selaginella,selaginella exaltata,22,2,2005,53
27574,urn:catalog:mo:tropicos:27574,miller 2384,selaginella,selaginella exaltata,7,5,1986,127
43502,urn:catalog:mo:tropicos:43502,fay 2660a,selaginella,selaginella exaltata,12,9,1990,255
25231,urn:catalog:mo:tropicos:25231,cerón martínez 749,selaginella,selaginella geniculata,17,1,1987,17
28918,urn:catalog:mo:tropicos:28918,cerón martínez 5352,selaginella,selaginella geniculata,22,10,1988,296
29224,urn:catalog:mo:tropicos:29224,cerón martínez 5470,selaginella,selaginella geniculata,22,10,1988,296
917555,urn:catalog:mo:tropicos:917555,palacios cuenca 12848,selaginella,selaginella geniculata,24,10,1994,297
40105,urn:catalog:mo:tropicos:40105,neill 8533,selaginella,selaginella geniculata,31,7,1988,213
9197,urn:catalog:mo:tropicos:9197,croat 73371,selaginella,selaginella geniculata,4,1,1992,4
11549,urn:catalog:mo:tropicos:11549,rueda 1055,selaginella,selaginella geniculata,8,9,1992,252
1065697,urn:catalog:mo:tropicos:1065697,clark 1110,selaginella,selaginella geniculata,6,9,1995,249
25222,urn:catalog:mo:tropicos:25222,cerón martínez 748,selaginella,selaginella gioiae,17,1,1987,17
152,urn:catalog:mo:tropicos:152,fay 2778a,selaginella,selaginella haematodes,16,12,1990,350
28485,urn:catalog:mo:tropicos:28485,cerón martínez 2126,selaginella,selaginella haematodes,9,4,1987,99
2990098,urn:catalog:mo:tropicos:2990098,carrillo 787,selaginella,selaginella haematodes,4,6,2005,155
3015599,urn:catalog:mo:tropicos:3015599,reyes 919,selaginella,selaginella haematodes,4,6,2005,155
42455,urn:catalog:mo:tropicos:42455,balslev 10280,selaginella,selaginella hartwegiana,24,10,1976,298
908537,urn:catalog:mo:tropicos:908537,fay 3921,selaginella,selaginella hartwegiana,8,9,1992,252
3844604,7827813f-64f5-42a4-8c45-123f3fa3f68f,3921,selaginella,selaginella hartwegiana,9,8,1992,222
190039,0a221f2f-71e2-4421-b689-88653064c288,15582,selaginella,selaginella horizontalis,20,11,1994,324
1132009,urn:catalog:mo:tropicos:1132009,abbott 15582,selaginella,selaginella horizontalis,20,11,1994,324
u.1603162,https://data.biodiversitydata.nl/naturalis/specimen/u.1603162,"balslev, h",selaginella,selaginella lingulata,25,10,1976,299
34991,urn:catalog:mo:tropicos:34991,balslev 10318,selaginella,selaginella lingulata,25,10,1976,299
s07-847,s:vascularplants:s07-847,1996:05:00,selaginella,selaginella lingulata,12,2,1996,43
28531,urn:catalog:mo:tropicos:28531,cerón martínez 2171,selaginella,selaginella novae-hollandiae,9,4,1987,99
3389,urn:catalog:mo:tropicos:3389,palacios cuenca 7076,selaginella,selaginella producta,14,4,1991,104
4264,urn:catalog:mo:tropicos:4264,palacios cuenca 4385,selaginella,selaginella producta,9,3,1989,68
779069,urn:catalog:mo:tropicos:779069,cerón martínez 6371,selaginella,selaginella quadrifaria,19,3,1989,78
28540,urn:catalog:mo:tropicos:28540,cerón martínez 2175,selaginella,selaginella ramosissima,9,4,1987,99
27260,urn:catalog:mo:tropicos:27260,cerón martínez 4644,selaginella,selaginella seemannii,24,8,1988,237
882516,urn:catalog:mo:tropicos:882516,abbott 15782,selaginella,selaginella selaginoides,20,11,1994,324
882577,urn:catalog:mo:tropicos:882577,abbott 15645,selaginella,selaginella selaginoides,21,11,1994,325
882578,urn:catalog:mo:tropicos:882578,abbott 15646,selaginella,selaginella selaginoides,21,11,1994,325
41819,urn:catalog:mo:tropicos:41819,holm-nielsen 21707,selaginella,selaginella selaginoides,21,2,1980,52
41916,urn:catalog:mo:tropicos:41916,palacios cuenca 10447,selaginella,selaginella selaginoides,9,10,1992,283
2684713,urn:catalog:mo:tropicos:2684713,øllgaard 1624,selaginella,selaginella selaginoides,3,12,1996,338
100954385,urn:catalog:mo:tropicos:100954385,kennedy rk98-8-1-6,selaginella,selaginella selaginoides,8,10,1998,281
2776687,urn:catalog:mo:tropicos:2776687,toapanta 53,selaginella,selaginella selaginoides,8,12,1998,342
asu0001857,1c41e3b3-878e-4431-bee1-5ba9b4532075,10680,selaginella,selaginella sericea,16,6,2003,167
brit461842,0196a2a8-4beb-4938-96cf-45e153fd3598,10680,selaginella,selaginella sericea,16,6,2003,167
asu0001856,ad86477b-9336-4be9-8462-f4568dbd0a3b,10680,selaginella,selaginella sericea,16,6,2003,167
3246642,http://n2t.net/ark:/65665/35eafc67a-3206-43ab-98d2-a89100a44d75,2696,selaginella,selaginella sericea,11,12,1987,345
v0358328wis,8820a1f0-07fa-4999-875b-b22cf17d7709,675,selaginella,selaginella speciosa,17,1,1987,17
29566,urn:catalog:mo:tropicos:29566,cerón martínez 675,selaginella,selaginella speciosa,17,1,1987,17
u.1603188,https://data.biodiversitydata.nl/naturalis/specimen/u.1603188,"balslev, h",selaginella,selaginella trisulcata,29,10,1976,303
1223609,ld:general:1223609,,senecio,senecio antisanae,8,8,1843,220
1295048,urn:catalog:mo:tropicos:1295048,freire fierro 2890,senecio,senecio chinogeton,26,11,1998,330
567343,urn:catalog:mo:tropicos:567343,løjtnant 11078,senecio,senecio chinogeton,17,3,1979,76
100390905,urn:catalog:mo:tropicos:100390905,ulloa ulloa 1998,senecio,senecio chinogeton,6,1,2011,6
u.1143400,https://data.biodiversitydata.nl/naturalis/specimen/u.1143400,"ollgaard, b",senecio,senecio comosus culcitioides,21,8,1976,234
2622448,urn:catalog:mo:tropicos:2622448,eriksen 45443,senecio,senecio comosus culcitioides,30,10,1983,303
2372974,http://n2t.net/ark:/65665/3114de32c-1ea6-4363-a1dc-1ab5f6b7b1ae,8867,senecio,senecio comosus culcitioides,15,8,1959,227
3382093,urn:catalog:mo:tropicos:3382093,jaramillo asanza 11831,senecio,senecio comosus culcitioides,16,8,1990,228
588660,urn:catalog:mo:tropicos:588660,øllgaard 8822,senecio,senecio comosus culcitioides,21,8,1976,234
2879575,http://n2t.net/ark:/65665/3553e5f02-3fb6-4310-8429-41567002817f,8822,senecio,senecio comosus culcitioides,21,8,1976,234
588669,urn:catalog:mo:tropicos:588669,øllgaard 10024,senecio,senecio comosus culcitioides,10,7,1976,192
2879566,http://n2t.net/ark:/65665/38e726a6f-0d9c-4143-939c-4a47dd82f8a8,10024,senecio,senecio comosus culcitioides,10,7,1976,192
588677,urn:catalog:mo:tropicos:588677,holm-nielsen 16397,senecio,senecio comosus culcitioides,4,1,1979,4
588625,urn:catalog:mo:tropicos:588625,holm-nielsen 20779,senecio,senecio comosus culcitioides,11,2,1979,42
588652,urn:catalog:mo:tropicos:588652,holm-nielsen 28480,senecio,senecio comosus culcitioides,11,11,1980,316
3381236,urn:catalog:mo:tropicos:3381236,jaramillo asanza 11831,senecio,senecio culcitenellus,16,8,1990,228
588749,urn:catalog:mo:tropicos:588749,øllgaard 38521,senecio,senecio hypsobates,15,5,1982,135
3370259,http://n2t.net/ark:/65665/3958242c1-3ad2-4af8-8fe7-7aa5a74e8339,1149,senecio,senecio hypsobates,30,8,1995,242
3381964,http://n2t.net/ark:/65665/3c8d7b4c4-f245-4a8c-9b7c-16c899bb5d6e,2003,senecio,senecio otites,25,7,1998,206
2622420,urn:catalog:mo:tropicos:2622420,eriksen 45430,senecio,senecio pimpinellaefolius,30,10,1983,303
588280,urn:catalog:mo:tropicos:588280,zak 3486,senecio,senecio pimpinellaefolius,14,4,1988,105
1802933,urn:catalog:mo:tropicos:1802933,gentry 12626,senecio,senecio pimpinellaefolius,11,7,1974,192
u.1142363,https://data.biodiversitydata.nl/naturalis/specimen/u.1142363,"holm-nielsen, lb",senecio,senecio pimpinellaefolius,11,11,1980,316
169230,urn:catalog:inpa:herbarium:205771,3486,senecio,senecio pubigerus,14,4,1988,105
l.3766833,https://data.biodiversitydata.nl/naturalis/specimen/l.3766833,"zak, v",senecio,senecio pubigerus,14,4,1988,105
u.1142405,https://data.biodiversitydata.nl/naturalis/specimen/u.1142405,"hekker, f",senecio,senecio pubigerus,10,12,1987,344
s12-10288,s:vascularplants:s12-10288,8776,senecio,senecio repens,22,9,1939,265
1295043,urn:catalog:mo:tropicos:1295043,freire fierro 2885,senecio,senecio repens,26,11,1998,330
3382087,http://n2t.net/ark:/65665/39eb89f3d-f3b7-4b1b-9c0d-4fab2aa7c4e6,2885,senecio,senecio repens,26,11,1998,330
1295134,urn:catalog:mo:tropicos:1295134,freire fierro 2977,senecio,senecio repens,28,11,1998,332
577958,urn:catalog:mo:tropicos:577958,cerón martínez 5728,senecio,senecio repens,22,12,1988,357
2933081,http://n2t.net/ark:/65665/33d640bed-589c-404f-b883-1c7681d2b92a,1191,senecio,senecio repens,26,3,1972,86
1293873,urn:catalog:mo:tropicos:1293873,vargas lópez 2085,senecio,senecio repens,30,7,1998,211
3410628,http://n2t.net/ark:/65665/39e6ecdb9-774f-4faf-899a-a1523c574c17,2085,senecio,senecio repens,30,7,1998,211
584150,urn:catalog:mo:tropicos:584150,øllgaard 8864,senecio,senecio repens,21,8,1976,234
2372995,http://n2t.net/ark:/65665/35a04ad54-0034-4b4e-9aee-ff53012d74ba,8939,senecio,senecio repens,25,8,1959,237
1294438,urn:catalog:mo:tropicos:1294438,vargas lópez 2616,senecio,senecio repens,20,9,1998,263
3379780,http://n2t.net/ark:/65665/3bee4aa53-85f4-407c-af67-0c7c24f27e3e,2616,senecio,senecio repens,20,9,1998,263
584159,urn:catalog:mo:tropicos:584159,øllgaard 9934,senecio,senecio repens,10,1,1976,10
566056,urn:catalog:mo:tropicos:566056,løjtnant 11645,senecio,senecio repens,4,1,1979,4
584132,urn:catalog:mo:tropicos:584132,holm-nielsen 20825,senecio,senecio repens,11,3,1979,70
s12-10298,s:vascularplants:s12-10298,18440,senecio,senecio repens,5,9,1967,248
2622398,urn:catalog:mo:tropicos:2622398,eriksen 45420,senecio,senecio tephrosioides,30,10,1983,303
3382095,http://n2t.net/ark:/65665/31f26ddf3-ee08-4e40-8a95-ddd4aa4097a4,2890,senecio,senecio tephrosioides,26,11,1998,330
1269764,urn:catalog:mo:tropicos:1269764,clark 3467,senecio,senecio tephrosioides,27,11,1996,332
577973,urn:catalog:mo:tropicos:577973,cerón martínez 5733,senecio,senecio tephrosioides,22,12,1988,357
589125,urn:catalog:mo:tropicos:589125,holm-nielsen 16027,senecio,senecio tephrosioides,17,3,1979,76
589111,urn:catalog:mo:tropicos:589111,løjtnant 11078,senecio,senecio tephrosioides,17,3,1979,76
2933073,http://n2t.net/ark:/65665/3675396db-371f-4323-991e-242610ea4519,1218,senecio,senecio tephrosioides,26,3,1972,86
2933079,http://n2t.net/ark:/65665/373767193-4389-48e7-8ea2-38e4678a7b2d,1193,senecio,senecio tephrosioides,26,3,1972,86
589119,urn:catalog:mo:tropicos:589119,løjtnant 11614,senecio,senecio tephrosioides,31,3,1979,90
588960,urn:catalog:mo:tropicos:588960,holm-nielsen 23763,senecio,senecio tephrosioides,25,5,1980,146
589069,urn:catalog:mo:tropicos:589069,øllgaard 8101,senecio,senecio tephrosioides,19,7,1976,201
2880716,http://n2t.net/ark:/65665/3e807a364-5560-4411-b545-3332cf6ef2b3,8101,senecio,senecio tephrosioides,19,7,1976,201
3023077,http://n2t.net/ark:/65665/34571e6e0-968a-4ef3-8e69-5e938046c85c,2694,senecio,senecio tephrosioides,16,8,1978,228
3378980,urn:catalog:mo:tropicos:3378980,jaramillo asanza 11846,senecio,senecio tephrosioides,17,8,1990,229
2373012,http://n2t.net/ark:/65665/34c8ba038-5c91-40db-88ee-c13cea537f85,8990,senecio,senecio tephrosioides,25,8,1959,237
1426103,urn:catalog:mo:tropicos:1426103,freire fierro 3040,senecio,senecio tephrosioides,27,8,1999,239
1294401,urn:catalog:mo:tropicos:1294401,vargas lópez 2579,senecio,senecio tephrosioides,17,9,1998,260
1294939,urn:catalog:mo:tropicos:1294939,vargas lópez 2639,senecio,senecio tephrosioides,20,9,1998,263
3379783,http://n2t.net/ark:/65665/3d1c29305-31b9-45e9-a32d-4dc1aa03fcf1,2639,senecio,senecio tephrosioides,20,9,1998,263
589094,urn:catalog:mo:tropicos:589094,øllgaard 10026,senecio,senecio tephrosioides,10,7,1976,192
2879564,http://n2t.net/ark:/65665/31aa3c464-a761-46eb-9f9b-1f4a9a1c4b1f,10026,senecio,senecio tephrosioides,10,7,1976,192
589102,urn:catalog:mo:tropicos:589102,øllgaard 10135,senecio,senecio tephrosioides,10,12,1976,345
2880781,http://n2t.net/ark:/65665/3f93da777-7e63-4321-8b3b-3b5769650c19,10135,senecio,senecio tephrosioides,10,12,1976,345
588941,urn:catalog:mo:tropicos:588941,holm-nielsen 20744,senecio,senecio tephrosioides,11,2,1979,42
588987,urn:catalog:mo:tropicos:588987,øllgaard 34019,senecio,senecio tephrosioides,7,8,1980,220
589003,urn:catalog:mo:tropicos:589003,øllgaard 34042,senecio,senecio tephrosioides,7,8,1980,220
588995,urn:catalog:mo:tropicos:588995,øllgaard 34029,senecio,senecio tephrosioides,7,8,1980,220
3077057,http://n2t.net/ark:/65665/391dcc585-f06a-4795-8752-737529c07854,34042,senecio,senecio tephrosioides,7,8,1980,220
2985141,http://n2t.net/ark:/65665/3e470196b-c0df-4919-b9de-2e912ecdcfe6,34029,senecio,senecio tephrosioides,7,8,1980,220
2985142,http://n2t.net/ark:/65665/3806b641a-d9a9-46ca-b10d-e986411be571,34019,senecio,senecio tephrosioides,7,8,1980,220
2985143,http://n2t.net/ark:/65665/32ae7b70c-75d2-444c-be8c-dd43c292edaa,34042,senecio,senecio tephrosioides,7,8,1980,220
3077053,http://n2t.net/ark:/65665/3510971b0-e628-4fa9-8f15-7ee9f19de1cf,34019,senecio,senecio tephrosioides,7,8,1980,220
588977,urn:catalog:mo:tropicos:588977,holm-nielsen 28205,senecio,senecio tephrosioides,11,9,1980,255
3491744,http://n2t.net/ark:/65665/38e1f52a8-ee1f-426d-85e3-fddb6134c387,4142,senecio,senecio tephrosioides,7,10,1983,280
3187614,http://n2t.net/ark:/65665/33008a28a-8729-4f3d-87b7-f020eb14a344,10423,senecio,senecio tephrosioides,12,10,1987,285
1293921,urn:catalog:mo:tropicos:1293921,vargas lópez 2134,senecio,senecio tephrosioides,8,2,1998,39
3381950,http://n2t.net/ark:/65665/388c04852-6dff-4d9f-a328-80deba35c284,2134,senecio,senecio tephrosioides,8,2,1998,39
1294506,urn:catalog:mo:tropicos:1294506,vargas lópez 2775,senecio,senecio tephrosioides,10,12,1998,344
u.1142235,https://data.biodiversitydata.nl/naturalis/specimen/u.1142235,"øllgaard, b",senecio,senecio tephrosioides,12,10,1976,286
u.1142238,https://data.biodiversitydata.nl/naturalis/specimen/u.1142238,"hekker, f",senecio,senecio tephrosioides,10,12,1987,344
u.1142237,https://data.biodiversitydata.nl/naturalis/specimen/u.1142237,"hekker, f",senecio,senecio tephrosioides,10,12,1987,344
1294596,urn:catalog:mo:tropicos:1294596,vargas lópez 2844,senecio,senecio trilobus,13,10,1998,286
2665116,urn:catalog:mo:tropicos:2665116,holm-nielsen 41722,senecio,senecio trilobus,15,3,1983,74
2665621,urn:catalog:mo:tropicos:2665621,holm-nielsen 41949,senecio,senecio trilobus,16,3,1983,75
2665280,urn:catalog:mo:tropicos:2665280,holm-nielsen 41791,senecio,senecio trilobus,16,3,1983,75
2680193,urn:catalog:mo:tropicos:2680193,øllgaard 38593b,senecio,senecio trilobus,15,5,1982,135
2627951,urn:catalog:mo:tropicos:2627951,balslev 69190,senecio,senecio trilobus,22,5,1988,143
2634235,urn:catalog:mo:tropicos:2634235,blasco 1807,senecio,senecio trilobus,25,7,1991,206
1294922,urn:catalog:mo:tropicos:1294922,vargas lópez 2622,senecio,senecio trilobus,20,9,1998,263
2662356,urn:catalog:mo:tropicos:2662356,holm-nielsen 28290,senecio,senecio trilobus,11,10,1980,285
2662377,urn:catalog:mo:tropicos:2662377,holm-nielsen 28311,senecio,senecio trilobus,11,10,1980,285
3380591,urn:catalog:mo:tropicos:3380591,jaramillo asanza 9375,senecio,senecio trilobus,1,3,1987,60
u.1142253,https://data.biodiversitydata.nl/naturalis/specimen/u.1142253,"øllgaard, b",senecio,senecio vaccinioides,19,7,1976,201
589237,urn:catalog:mo:tropicos:589237,øllgaard 8099,senecio,senecio vaccinioides,19,7,1976,201
589260,urn:catalog:mo:tropicos:589260,øllgaard 9838,senecio,senecio vaccinioides,29,9,1976,273
589268,urn:catalog:mo:tropicos:589268,holm-nielsen 17948,senecio,senecio vaccinioides,5,5,1979,125
u.1142257,https://data.biodiversitydata.nl/naturalis/specimen/u.1142257,"holm-nielsen, lb",senecio,senecio vaccinioides,10,11,1980,315
cm295724,6250c892-d014-45f4-862a-8d1b4ad90143,28285,senecio,senecio vaccinioides,10,11,1980,315
s12-10257,s:vascularplants:s12-10257,8762,senecio,senecio wedglacialis,22,9,1939,265
588704,urn:catalog:mo:tropicos:588704,eriksen 45419,senecio,senecio wedglacialis,30,10,1983,303
2622395,urn:catalog:mo:tropicos:2622395,eriksen 45419,senecio,senecio wedglacialis,30,10,1983,303
3382107,http://n2t.net/ark:/65665/3b49d605b-c07a-423c-8750-b2e428480689,2926,senecio,senecio wedglacialis,26,11,1988,331
1295084,urn:catalog:mo:tropicos:1295084,freire fierro 2926,senecio,senecio wedglacialis,26,11,1998,330
588731,urn:catalog:mo:tropicos:588731,løjtnant 11141,senecio,senecio wedglacialis,18,3,1979,77
1293733,urn:catalog:mo:tropicos:1293733,vargas lópez 1945,senecio,senecio wedglacialis,24,7,1998,205
1293731,urn:catalog:mo:tropicos:1293731,vargas lópez 1943,senecio,senecio wedglacialis,24,7,1998,205
1293798,urn:catalog:mo:tropicos:1293798,vargas lópez 2010,senecio,senecio wedglacialis,27,7,1998,208
2372972,http://n2t.net/ark:/65665/3bf968c8f-595e-4e0e-9153-4ff99ca9f281,8863,senecio,senecio wedglacialis,15,8,1959,227
2372992,http://n2t.net/ark:/65665/39e623a71-c5d2-4510-8282-911375778006,8928,senecio,senecio wedglacialis,15,8,1959,227
2372999,http://n2t.net/ark:/65665/34112edb2-fe85-4109-945b-520843da0d4c,8960,senecio,senecio wedglacialis,25,8,1959,237
2370944,http://n2t.net/ark:/65665/31e6fdfb8-edc5-434d-b059-d9aa49499107,8762,senecio,senecio wedglacialis,22,9,1939,265
588686,urn:catalog:mo:tropicos:588686,holm-nielsen 20781,senecio,senecio wedglacialis,11,2,1979,42
2985103,http://n2t.net/ark:/65665/3fd40770b-b173-4f99-b627-d3947743b4e6,34261,senecio,senecio wedglacialis,7,9,1980,251
3077042,http://n2t.net/ark:/65665/30e2921ec-bac5-417f-9355-115523c461ee,34261,senecio,senecio wedglacialis,7,9,1980,251
100149128,urn:catalog:mo:tropicos:100149128,cerón martínez 57887,senecio,senecio wedglacialis,12,6,2006,163
s12-10258,s:vascularplants:s12-10258,,senecio,senecio wedglacialis,8,1,1953,8
91615,urn:catalog:mo:tropicos:91615,neill 8501,senegalia,senegalia loretensis (j.f. macbr.) seigler & ebinger,7,9,1988,251
74125,urn:catalog:mo:tropicos:74125,cerón martínez 631,senegalia,senegalia multipinnata,17,1,1987,17
80284,urn:catalog:mo:tropicos:80284,cerón martínez 5959,senegalia,senegalia multipinnata,23,1,1989,23
79737,urn:catalog:mo:tropicos:79737,cerón martínez 2722,senegalia,senegalia multipinnata,14,11,1987,318
82497,urn:catalog:mo:tropicos:82497,cerón martínez 3617,senegalia,senegalia multipinnata,17,2,1988,48
103625,urn:catalog:mo:tropicos:103625,palacios cuenca 1400,senegalia,senegalia polyphylla,10,4,1986,100
3248510,http://n2t.net/ark:/65665/38a6720a1-d0f3-4262-aa78-342e334e5813,1400,senegalia,senegalia polyphylla,10,4,1986,100
asu0025540,682dd78f-f118-4f72-91f4-7023df740cd7,10714,senna,senna,18,6,2003,169
asu0025539,72ae7724-e7bc-4b8d-86b2-082ddcf60e5d,10714,senna,senna,18,6,2003,169
83882,urn:catalog:mo:tropicos:83882,cerón martínez 5458,senna,senna alata (l.) roxb.,22,10,1988,296
94863,urn:catalog:mo:tropicos:94863,neill 9131,senna,senna alata (l.) roxb.,12,12,1989,346
1628422,7bac7201-0c84-49f7-b96d-df20e44c10cc,21728,senna,senna bacillaris,21,2,1980,52
1628424,2b420f8e-2f0d-4b84-b90f-8cf99e37bc38,7247,senna,senna bacillaris,23,8,1986,235
1628398,b6c5ec88-0830-4fa7-a053-eefe07a198e0,4547,senna,senna bacillaris,24,8,1988,237
1628397,b435af98-afce-4df3-85cf-2226503fe81e,5406,senna,senna bacillaris,22,10,1988,296
