dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
2629203,urn:catalog:mo:tropicos:2629203,holm-nielsen 20138,sanchezia,sanchezia parviflora,29,8,1979,241
3189443,http://n2t.net/ark:/65665/36f9537c0-1232-4ce3-9cec-9f14c245fbd2,5519,sanchezia,sanchezia putumayensis,22,10,1988,296
3123110,http://n2t.net/ark:/65665/303a03f60-62f6-4fc6-814c-6dbf785271fc,2605,sanchezia,sanchezia sericea,11,8,1987,223
,c8aaba10-6077-4da1-9eb1-ce8e0c9b6925,28479,sanchezia,sanchezia skutchii,30,7,1990,211
1100858,urn:catalog:mo:tropicos:1100858,neill 10634,sanchezia,sanchezia skutchii,26,7,1996,208
2798688,http://n2t.net/ark:/65665/35c3de3e1-d060-4000-9052-1383a3add04d,12552,sanchezia,sanchezia skutchii,11,6,1974,162
503115,urn:catalog:mo:tropicos:503115,gentry 12552,sanchezia,sanchezia skutchii,11,6,1974,162
3123107,http://n2t.net/ark:/65665/3c3821f61-a504-445d-9970-59b57a82ef14,2602,sanchezia,sanchezia skutchii,11,8,1987,223
3283351,http://n2t.net/ark:/65665/30577210d-2667-43df-83ff-92983bf13802,21571,sanchezia,sanchezia sp.,20,2,1980,51
3189444,http://n2t.net/ark:/65665/30d153561-9737-4897-9394-0bfaabb3b03f,3615,sanchezia,sanchezia tigrina,17,2,1988,48
170627,urn:catalog:mo:tropicos:170627,gentry 59887,undesignated,sapindaceae juss.,28,12,1987,362
771022,urn:catalog:mo:tropicos:771022,miller 2468,undesignated,sapindaceae juss.,7,8,1986,219
178485,urn:catalog:mo:tropicos:178485,neill 10164,undesignated,sapindaceae juss.,12,4,1992,103
2879720,urn:catalog:mo:tropicos:2879720,miranda-moyano 443,sapindus,sapindus saponaria,25,2,2005,56
tex00533884,495656ce-fb06-403f-bc3d-ececa20a4625,,sapium,sapium,21,10,1988,295
cm365810,2abb11a5-59f6-4176-85fe-701019410f5a,5333,sapium,sapium glandulosum,21,10,1988,295
3042887,18c506a3-474e-4964-9c95-efdd2be08ee0,1181,sapium,sapium glandulosum,13,6,1995,164
154778,urn:catalog:mo:tropicos:154778,cerón martínez 5333,sapium,sapium glandulosum,21,10,1988,295
3312360,http://n2t.net/ark:/65665/39def6bb2-a552-49f2-87fe-0a3f3b4625da,5333,sapium,sapium glandulosum,21,10,1988,295
796919,urn:catalog:mo:tropicos:796919,cerón martínez 6339,sapium,sapium glandulosum,19,3,1989,78
1066251,urn:catalog:mo:tropicos:1066251,clark 1181,sapium,sapium glandulosum,13,6,1995,164
153572,urn:catalog:mo:tropicos:153572,cerón martínez 1758,sapium,sapium glandulosum,23,6,1987,174
140697,urn:catalog:mo:tropicos:140697,palacios cuenca 3031,sapium,sapium glandulosum,26,9,1988,270
140236,urn:catalog:mo:tropicos:140236,palacios cuenca 1821,sapium,sapium glandulosum,8,12,1987,342
153670,urn:catalog:mo:tropicos:153670,cerón martínez 6380,sapium,sapium glandulosum,4,11,1989,308
2761616,urn:catalog:mo:tropicos:2761616,landrum 10667,sapium,sapium jacq.,15,6,2003,166
1765184,urn:catalog:mo:tropicos:1765184,cerón martínez 19012,sapium,sapium laurifolium,6,5,1992,127
,058e34a1-c479-4ca0-944a-369ff49d3f24,10200,sapium,sapium laurifolium,5,12,1992,340
153187,urn:catalog:mo:tropicos:153187,cerón martínez 6089,sapium,sapium laurifolium,23,1,1989,23
144768,urn:catalog:mo:tropicos:144768,gentry 60169,sapium,sapium laurifolium,30,12,1987,364
156714,urn:catalog:mo:tropicos:156714,neill 8711,sapium,sapium laurifolium,1,7,1989,182
156129,urn:catalog:mo:tropicos:156129,neill 9146,sapium,sapium laurifolium,1,7,1989,182
141688,urn:catalog:mo:tropicos:141688,neill 10200,sapium,sapium laurifolium,12,5,1992,133
154998,urn:catalog:mo:tropicos:154998,cerón martínez 8476,sapium,sapium marmieri,28,1,1990,28
153987,urn:catalog:mo:tropicos:153987,cerón martínez 8054,sapium,sapium marmieri,21,12,1989,355
156805,urn:catalog:mo:tropicos:156805,neill 9828,sapium,sapium marmieri,17,3,1991,76
156805,urn:catalog:mo:tropicos:156805,neill 9828,sapium,sapium marmieri,17,3,1991,76
881246,urn:catalog:mo:tropicos:881246,pitman 28,sapium,sapium marmieri,29,4,1994,119
881246,urn:catalog:mo:tropicos:881246,pitman 28,sapium,sapium marmieri,29,4,1994,119
153215,urn:catalog:mo:tropicos:153215,cerón martínez 4606,sapium,sapium marmieri,24,8,1988,237
1100863,urn:catalog:mo:tropicos:1100863,neill 10694,sapium,sapium marmieri,25,8,1996,238
156159,urn:catalog:mo:tropicos:156159,neill 7371,sapium,sapium marmieri,10,2,1986,41
156346,urn:catalog:mo:tropicos:156346,neill 7090,sapium,sapium marmieri,1,4,1986,91
1765204,urn:catalog:mo:tropicos:1765204,cerón martínez 19018,sapium,sapium marmieri,6,5,1992,127
153180,urn:catalog:mo:tropicos:153180,cerón martínez 6080,sapium,sapium pavonianum,23,1,1989,23
1765531,urn:catalog:mo:tropicos:1765531,cerón martínez 19073,sapium,sapium pavonianum,6,11,1992,311
153172,urn:catalog:mo:tropicos:153172,cerón martínez 4568,sapium,sapium peruvianum (j.f. macbr.) jabl.,24,8,1988,237
3404584,http://n2t.net/ark:/65665/3fc2730c3-6abc-4be1-be7f-7a7a7f1f60c4,1181,sapium,sapium sp.,13,6,1995,164
407132,urn:catalog:mo:tropicos:407132,neill 9754,sarcaulus,sarcaulus brasiliensis,24,12,1990,358
406695,urn:catalog:mo:tropicos:406695,neill 9724,sarcaulus,sarcaulus brasiliensis,24,12,1990,358
407609,urn:catalog:mo:tropicos:407609,gentry 60068,sarcaulus,sarcaulus brasiliensis,29,12,1987,363
406658,urn:catalog:mo:tropicos:406658,cerón martínez 3719,sarcaulus,sarcaulus brasiliensis,17,2,1988,48
406987,urn:catalog:mo:tropicos:406987,palacios cuenca 4520,sarcaulus,sarcaulus brasiliensis,22,9,1989,265
404956,urn:catalog:mo:tropicos:404956,palacios cuenca 1700,sarcaulus,sarcaulus brasiliensis,7,3,1987,66
406696,urn:catalog:mo:tropicos:406696,palacios cuenca 3288,sarcaulus,sarcaulus brasiliensis,12,7,1988,194
3312330,http://n2t.net/ark:/65665/39d1a6f38-0804-4db0-8c82-5b42ec4a610c,3288,sarcaulus,sarcaulus brasiliensis,12,7,1988,194
406086,urn:catalog:mo:tropicos:406086,cerón martínez 7220,sarcaulus,sarcaulus brasiliensis,8,6,1989,159
406664,urn:catalog:mo:tropicos:406664,cerón martínez 7315,sarcaulus,sarcaulus brasiliensis,8,6,1989,159
406141,urn:catalog:mo:tropicos:406141,cerón martínez 7279,sarcaulus,sarcaulus brasiliensis,8,6,1989,159
3579247,urn:catalog:mo:tropicos:3579247,homeier 2789,sarcaulus,sarcaulus brasiliensis,10,10,2007,283
3577860,urn:catalog:mo:tropicos:3577860,homeier 2914,sarcaulus,sarcaulus oblatus,15,10,2007,288
3579618,urn:catalog:mo:tropicos:3579618,homeier 3044,sarcaulus,sarcaulus oblatus,18,10,2007,291
3579267,urn:catalog:mo:tropicos:3579267,homeier 2791,sarcaulus,sarcaulus oblatus,10,10,2007,283
3580774,urn:catalog:mo:tropicos:3580774,homeier 3818,sarcaulus,sarcaulus oblatus,4,9,2008,248
3577882,urn:catalog:mo:tropicos:3577882,homeier 3837,sarcaulus,sarcaulus oblatus,4,9,2008,248
406713,urn:catalog:mo:tropicos:406713,cerón martínez 8394,sarcaulus,sarcaulus vestitus,20,1,1990,20
406342,urn:catalog:mo:tropicos:406342,cerón martínez 6144,sarcaulus,sarcaulus vestitus,23,1,1989,23
405032,urn:catalog:mo:tropicos:405032,palacios cuenca 4458,sarcaulus,sarcaulus vestitus,21,9,1989,264
3287119,http://n2t.net/ark:/65665/32901d2a9-fe5e-4c02-b318-64a5c738fcd1,1700,sarcaulus,sarcaulus vestitus,7,3,1987,66
404999,urn:catalog:mo:tropicos:404999,palacios cuenca 3088,sarcaulus,sarcaulus vestitus,10,6,1988,162
404993,urn:catalog:mo:tropicos:404993,palacios cuenca 2940,sarcaulus,sarcaulus vestitus,9,7,1988,191
636430,urn:catalog:mo:tropicos:636430,palacios cuenca 1665,sarcoglottis,sarcoglottis viscosa,7,3,1987,66
176223,urn:catalog:mo:tropicos:176223,cerón martínez 8376,sarcomphalus,sarcomphalus cinnamomum,20,1,1990,20
174961,urn:catalog:mo:tropicos:174961,cerón martínez 8127,sarcomphalus,sarcomphalus cinnamomum,26,12,1989,360
2488025,urn:catalog:mo:tropicos:2488025,bensman 503,sarcomphalus,sarcomphalus cinnamomum,27,5,1991,147
176411,urn:catalog:mo:tropicos:176411,neill 7701,sarcomphalus,sarcomphalus cinnamomum,13,6,1987,164
175473,urn:catalog:mo:tropicos:175473,neill 9008,sarcomphalus,sarcomphalus cinnamomum,5,8,1989,217
175897,urn:catalog:mo:tropicos:175897,neill 10092,sarcomphalus,sarcomphalus cinnamomum,8,5,1992,129
1563916,urn:catalog:mo:tropicos:1563916,delinks 262,satyria,satyria grandifolia,15,1,1999,15
2644335,15111ec0-0025-4e45-8254-28fa1c51c1f3,4574,satyria,satyria panurensis (benth. ex meisn.) benth. & hook.f. ex nied.,24,8,1988,237
2644334,2ae09976-6134-4cb9-95d1-85b0b832d1c5,5467,satyria,satyria panurensis (benth. ex meisn.) benth. & hook.f. ex nied.,22,10,1988,296
2644333,47213b4b-f43e-465c-94e3-cf761d74f673,3070,satyria,satyria panurensis (benth. ex meisn.) benth. & hook.f. ex nied.,10,6,1988,162
718106,a05f8f14-9fc1-4572-8798-db71fc29d5ea,14645,satyria,satyria panurensis (benth. ex meisn.) benth. & hook.f. ex nied.,2,10,1992,276
392272,urn:catalog:mo:tropicos:392272,cerón martínez 5467,satyria,satyria panurensis (benth. ex meisn.) hook. f. ex nied.,22,10,1988,296
396582,urn:catalog:mo:tropicos:396582,gentry 60192b,satyria,satyria panurensis (benth. ex meisn.) hook. f. ex nied.,30,12,1987,364
391716,urn:catalog:mo:tropicos:391716,cerón martínez 4574,satyria,satyria panurensis (benth. ex meisn.) hook. f. ex nied.,24,8,1988,237
392935,urn:catalog:mo:tropicos:392935,palacios cuenca 3070,satyria,satyria panurensis (benth. ex meisn.) hook. f. ex nied.,10,6,1988,162
196078,urn:catalog:mo:tropicos:196078,espinoza 115,saurauia,saurauia excelsa,14,12,1989,348
1352464,urn:catalog:mo:tropicos:1352464,lincango 25,saurauia,saurauia excelsa,13,2,1999,44
196238,urn:catalog:mo:tropicos:196238,neill 6443,saurauia,saurauia excelsa,31,3,1985,90
195877,urn:catalog:mo:tropicos:195877,miller 2269,saurauia,saurauia herthae,28,6,1986,179
195796,urn:catalog:mo:tropicos:195796,neill 7091,saurauia,saurauia herthae,1,4,1986,91
asu0001686,2d060c88-2d5e-40fb-a30b-9f4a29cd8db1,10627,saurauia,saurauia prainiana,14,6,2003,165
asu0001687,06f7470d-5748-432b-81a5-0aeb6a2905c4,10627,saurauia,saurauia prainiana,14,6,2003,165
asu0001688,f74ed4d5-b9bc-4afc-9bf9-16faf922f195,10779,saurauia,saurauia prainiana,22,6,2003,173
asu0000001,4d475a57-2b88-4e90-8291-9f68a442133b,10779,saurauia,saurauia prainiana,22,6,2003,173
asu0001689,5d0a0acd-dafb-48d3-ae22-09a6446256ab,10818,saurauia,saurauia prainiana,23,6,2003,174
asu0001690,67c9a48c-2f95-43e5-b6cb-8ab500d8de7c,10818,saurauia,saurauia prainiana,23,6,2003,174
195921,urn:catalog:mo:tropicos:195921,cerón martínez 634,saurauia,saurauia prainiana,17,1,1987,17
195900,urn:catalog:mo:tropicos:195900,cerón martínez 5349,saurauia,saurauia prainiana,22,10,1988,296
195788,urn:catalog:mo:tropicos:195788,rueda 1081,saurauia,saurauia prainiana,8,10,1992,282
100954382,urn:catalog:mo:tropicos:100954382,kennedy rk98-8-1-3,saurauia,saurauia prainiana,8,10,1998,281
190268,e713f706-e554-4434-a2ba-faccc82bd9c3,15488,sauvagesia,sauvagesia erecta,14,11,1994,318
882426,urn:catalog:mo:tropicos:882426,abbott 15488,sauvagesia,sauvagesia erecta,14,11,1994,318
197320,urn:catalog:mo:tropicos:197320,cerón martínez 3690,sauvagesia,sauvagesia erecta,17,2,1988,48
100754917,urn:catalog:mo:tropicos:100754917,abbott 13368,sauvagesia,sauvagesia erecta,25,3,2000,85
u.1469810,https://data.biodiversitydata.nl/naturalis/specimen/u.1469810,"christensen, de  88266",scaphyglottis,scaphyglottis,17,2,1990,48
u.1469811,https://data.biodiversitydata.nl/naturalis/specimen/u.1469811,"christensen, de  88242",scaphyglottis,scaphyglottis,17,2,1990,48
645608,urn:catalog:mo:tropicos:645608,cerón martínez 603,scaphyglottis,scaphyglottis boliviensis,17,1,1987,17
2629305,urn:catalog:mo:tropicos:2629305,christensen 88266,scaphyglottis,scaphyglottis boliviensis,17,2,1990,48
2629278,urn:catalog:mo:tropicos:2629278,christensen 88249,scaphyglottis,scaphyglottis boliviensis,17,2,1990,48
2628960,urn:catalog:mo:tropicos:2628960,christensen 88079,scaphyglottis,scaphyglottis conferta,14,4,1989,104
2629078,urn:catalog:mo:tropicos:2629078,christensen 88142,scaphyglottis,scaphyglottis conferta,5,1,1989,5
2629265,urn:catalog:mo:tropicos:2629265,christensen 88242,scaphyglottis,scaphyglottis modesta,17,2,1990,48
2629300,urn:catalog:mo:tropicos:2629300,christensen 88263,scaphyglottis,scaphyglottis prolifera,17,2,1990,48
636707,urn:catalog:mo:tropicos:636707,cerón martínez 1074,scaphyglottis,scaphyglottis punctulata,19,3,1987,78
640454,urn:catalog:mo:tropicos:640454,dodson 14279,scaphyglottis,scaphyglottis punctulata,14,4,1984,105
2629230,urn:catalog:mo:tropicos:2629230,christensen 88223,scaphyglottis,scaphyglottis sickii,17,2,1990,48
2680978,190c38d5-c1d7-43e6-8ae5-1ea6cb7469e6,9399,schefflera,schefflera,17,8,2005,229
1082915,urn:catalog:mo:tropicos:1082915,tirado 982,schefflera,schefflera diplodactyla,28,6,1994,179
343729,urn:catalog:mo:tropicos:343729,palacios cuenca 1714,schefflera,schefflera diplodactyla,7,3,1987,66
3227412,8f07afaf-e99a-49cc-b8b0-d60a459c244a,1714,schefflera,schefflera diplodactyla,3,7,1987,184
3227401,4b3998e2-f473-47e0-b1b4-ea2dfbc7cd63,1714,schefflera,schefflera diplodactyla,3,7,1987,184
343033,urn:catalog:mo:tropicos:343033,palacios cuenca 4901,schefflera,schefflera herthae,5,6,1990,156
1157452,16f0aeb0-e804-4954-bcce-13f68423e11f,4210,schefflera,schefflera herthae,1,7,1990,182
343878,urn:catalog:mo:tropicos:343878,gentry 60108,schefflera,schefflera j.r. forst. & g. forst.,29,12,1987,363
343310,urn:catalog:mo:tropicos:343310,palacios cuenca 4233,schefflera,schefflera j.r. forst. & g. forst.,18,5,1989,138
341528,urn:catalog:mo:tropicos:341528,gudiño jara 1658,schefflera,schefflera j.r. forst. & g. forst.,22,5,1992,143
341877,urn:catalog:mo:tropicos:341877,miller 2217,schefflera,schefflera j.r. forst. & g. forst.,24,6,1986,175
101235715,urn:catalog:mo:tropicos:101235715,clark 9399,schefflera,schefflera j.r. forst. & g. forst.,17,8,2005,229
343723,urn:catalog:mo:tropicos:343723,palacios cuenca 2697,schefflera,schefflera j.r. forst. & g. forst.,24,8,1988,237
343652,urn:catalog:mo:tropicos:343652,palacios cuenca 1657,schefflera,schefflera j.r. forst. & g. forst.,7,3,1987,66
1086900,urn:catalog:mo:tropicos:1086900,ortiz 202,schefflera,schefflera j.r. forst. & g. forst.,7,3,1996,67
1748270,urn:catalog:mo:tropicos:1748270,neill 13999,schefflera,schefflera morototoni,15,6,2002,166
342538,urn:catalog:mo:tropicos:342538,cerón martínez 2011,schefflera,schefflera morototoni,9,4,1987,99
3493988,http://n2t.net/ark:/65665/3df7ca767-eb36-4d80-a9ab-d4f2d1399140,9399,schefflera,schefflera sp.,17,8,2005,229
342365,urn:catalog:mo:tropicos:342365,cerón martínez 862,schefflera,schefflera sprucei,17,1,1987,17
343164,urn:catalog:mo:tropicos:343164,palacios cuenca 7037,schefflera,schefflera sprucei,14,4,1991,104
342401,urn:catalog:mo:tropicos:342401,cerón martínez 1313,schefflera,schefflera sprucei,24,4,1987,114
342377,urn:catalog:mo:tropicos:342377,cerón martínez 1229,schefflera,schefflera sprucei,24,4,1987,114
343233,urn:catalog:mo:tropicos:343233,palacios cuenca 5152,schefflera,schefflera sprucei,14,5,1990,134
343386,urn:catalog:mo:tropicos:343386,palacios cuenca 4292,schefflera,schefflera sprucei,17,5,1989,137
342571,urn:catalog:mo:tropicos:342571,palacios cuenca 374,schefflera,schefflera sprucei,18,5,1985,138
342565,urn:catalog:mo:tropicos:342565,neill 6052,schefflera,schefflera sprucei,3,9,1985,246
343717,urn:catalog:mo:tropicos:343717,palacios cuenca 1709,schefflera,schefflera sprucei,7,3,1987,66
343645,urn:catalog:mo:tropicos:343645,palacios cuenca 1656,schefflera,schefflera sprucei,7,3,1987,66
342509,urn:catalog:mo:tropicos:342509,neill 9005,schefflera,schefflera sprucei,5,8,1989,217
asu0027687,0b4ae2d4-3381-4d68-a26c-f1054fb6d117,10843,schistocarpha,schistocarpha eupatorioides,24,6,2003,175
asu0027686,23b353fe-d8c4-4634-a4ea-c355d3d75e86,10843,schistocarpha,schistocarpha eupatorioides,24,6,2003,175
2761708,urn:catalog:mo:tropicos:2761708,landrum 10843,schistocarpha,schistocarpha eupatorioides,24,6,2003,175
s10-1461,s:vascularplants:s10-1461,481,schizocalyx,schizocalyx bracteosa,14,3,2000,74
1224985,urn:catalog:mo:tropicos:1224985,zuleta 44,schizocalyx,schizocalyx peruvianus,27,11,1992,332
534672,urn:catalog:mo:tropicos:534672,neill 10136,schizocalyx,schizocalyx peruvianus,17,9,1992,261
79889,urn:catalog:mo:tropicos:79889,cerón martínez 8843,schizolobium,schizolobium parahyba,22,2,1990,53
920019,urn:catalog:mo:tropicos:920019,palacios cuenca 11969,schizolobium,schizolobium parahyba,12,7,1993,193
1371112,urn:catalog:mo:tropicos:1371112,revelo 57,schizolobium,schizolobium parahyba,4,10,1994,277
485467,urn:catalog:mo:tropicos:485467,cerón martínez 789,schlegelia,schlegelia parviflora,17,1,1987,17
485538,urn:catalog:mo:tropicos:485538,cerón martínez 5965,schlegelia,schlegelia parviflora,23,1,1989,23
485562,urn:catalog:mo:tropicos:485562,cerón martínez 5999,schlegelia,schlegelia parviflora,23,1,1989,23
486781,urn:catalog:mo:tropicos:486781,gentry 60113,schlegelia,schlegelia parviflora,29,12,1987,363
485845,urn:catalog:mo:tropicos:485845,cerón martínez 3725,schlegelia,schlegelia parviflora,17,2,1988,48
485676,urn:catalog:mo:tropicos:485676,cerón martínez 6355,schlegelia,schlegelia parviflora,19,3,1989,78
484759,urn:catalog:mo:tropicos:484759,palacios cuenca 2716,schlegelia,schlegelia parviflora,24,8,1988,237
485594,urn:catalog:mo:tropicos:485594,cerón martínez 4525,schlegelia,schlegelia parviflora,24,8,1988,237
484898,urn:catalog:mo:tropicos:484898,palacios cuenca 1318,schlegelia,schlegelia parviflora,10,2,1986,41
3265041,http://n2t.net/ark:/65665/3c4fd173f-9294-4bdc-b7f4-22a55fc61367,1318,schlegelia,schlegelia parviflora,10,2,1986,41
485863,urn:catalog:mo:tropicos:485863,hurtado 111,schlegelia,schlegelia parviflora,7,7,1988,189
3539673,http://n2t.net/ark:/65665/371459c72-ade7-48a9-9295-5db0bb8aa0f8,7457,schnella,schnella glabra,21,6,1995,172
640467,urn:catalog:mo:tropicos:640467,zaruma 391,schomburgkia,schomburgkia,12,10,1985,285
100222537,urn:catalog:mo:tropicos:100222537,blanco coto 2549,schultesianthus,schultesianthus leucanthus,2,12,2004,337
226790,8eda9af7-6d40-4765-8909-74eb2916783f,2549,schultesianthus,schultesianthus leucanthus,12,2,2004,43
226791,d7a0bb5c-2bf7-46e5-a66a-b9e2e693d7fb,2549,schultesianthus,schultesianthus leucanthus,12,2,2004,43
749759,urn:catalog:mo:tropicos:749759,gentry 60242,sciadotenia,sciadotenia toxifera,30,12,1987,364
748255,urn:catalog:mo:tropicos:748255,palacios cuenca 4283,sciadotenia,sciadotenia toxifera,17,5,1989,137
748657,urn:catalog:mo:tropicos:748657,cerón martínez 4627,sciadotenia,sciadotenia toxifera,24,8,1988,237
748077,urn:catalog:mo:tropicos:748077,palacios cuenca 1947,sciadotenia,sciadotenia toxifera,9,1,1987,9
3287082,http://n2t.net/ark:/65665/3b27c84ad-cca0-46a0-b93c-5684fcd5a7c6,1947,sciadotenia,sciadotenia toxifera,9,1,1987,9
748575,urn:catalog:mo:tropicos:748575,cerón martínez 7348,sciadotenia,sciadotenia toxifera,8,10,1989,281
chsc084814,6ebc5ade-46de-4084-b050-a89a34acb670,1947,sciadotenia,sciadotenia toxifera,1,9,1987,244
u.1743494,https://data.biodiversitydata.nl/naturalis/specimen/u.1743494,"cerón m, ce  1091",sciaphila,sciaphila purpurea,19,3,1987,78
194725,urn:catalog:mo:tropicos:194725,cerón martínez 5469,sciaphila,sciaphila purpurea,22,10,1988,296
194716,urn:catalog:mo:tropicos:194716,cerón martínez 1091,sciaphila,sciaphila purpurea,19,3,1987,78
194739,urn:catalog:mo:tropicos:194739,neill 8665,sciaphila,sciaphila purpurea,1,7,1989,182
342448,urn:catalog:mo:tropicos:342448,cerón martínez 1459,sciodaphyllum,"sciodaphyllum diplodactylum (harms) lowry, g.m. plunkett & m.m. mora",21,5,1987,141
343317,urn:catalog:mo:tropicos:343317,palacios cuenca 4236,sciodaphyllum,sciodaphyllum sprucei seem.,18,5,1989,138
343337,urn:catalog:mo:tropicos:343337,palacios cuenca 4250,sciodaphyllum,sciodaphyllum sprucei seem.,18,5,1989,138
2761605,urn:catalog:mo:tropicos:2761605,landrum 10632,sciodaphyllum,sciodaphyllum sprucei seem.,14,6,2003,165
637279,dac5f1af-2cbc-4077-ad69-e0733fe2eedb,722,scleria,scleria gaertneri,17,1,1987,17
264698,urn:catalog:mo:tropicos:264698,cerón martínez 722,scleria,scleria gaertneri,17,1,1987,17
882620,urn:catalog:mo:tropicos:882620,abbott 15690,scleria,scleria gaertneri,21,11,1994,325
264917,urn:catalog:mo:tropicos:264917,cerón martínez 1305,scleria,scleria gaertneri,24,4,1987,114
1663068,http://n2t.net/ark:/65665/369fa4deb-fe19-48b0-be10-7cac5fb5bf78,7236,scleria,scleria gaertneri,4,2,1935,35
1584820,urn:catalog:mo:tropicos:1584820,lægaard 71318,scleria,scleria gaertneri,6,2,1988,37
2669279,urn:catalog:mo:tropicos:2669279,lægaard 71710,scleria,scleria gaertneri,7,4,1990,97
265540,urn:catalog:mo:tropicos:265540,rueda 1094,scleria,scleria gaertneri,8,10,1992,282
s06-8958,s:vascularplants:s06-8958,18450,scleria,scleria macbrideana,14,11,1955,318
265042,urn:catalog:mo:tropicos:265042,cerón martínez 6039,scleria,scleria macbrideana,23,1,1989,23
190117,345fbab8-368f-4998-a45b-c025d6a14055,15703,scleria,scleria macrophylla,21,11,1994,325
190116,2a00ddd1-36d8-4124-9b4c-22fe13ae8c79,15703,scleria,scleria macrophylla,21,11,1994,325
265069,urn:catalog:mo:tropicos:265069,cerón martínez 6082,scleria,scleria macrophylla,23,1,1989,23
882633,urn:catalog:mo:tropicos:882633,abbott 15703,scleria,scleria macrophylla,21,11,1994,325
190118,9ba742f3-a2ff-48be-a344-c80489eb3208,15689,scleria,scleria microcarpa,21,11,1994,325
882619,urn:catalog:mo:tropicos:882619,abbott 15689,scleria,scleria microcarpa nees ex kunth,21,11,1994,325
265272,urn:catalog:mo:tropicos:265272,cerón martínez 2037,scleria,scleria microcarpa nees ex kunth,9,4,1987,99
2668199,urn:catalog:mo:tropicos:2668199,lægaard 71319,scleria,scleria microcarpa nees ex kunth,6,2,1988,37
83683,urn:catalog:mo:tropicos:83683,cerón martínez 8429,sclerolobium,sclerolobium paniculatum,20,1,1990,20
83283,urn:catalog:mo:tropicos:83283,cerón martínez 8302,sclerolobium,sclerolobium paniculatum,20,1,1990,20
79387,urn:catalog:mo:tropicos:79387,cerón martínez 8675,sclerolobium,sclerolobium paniculatum,16,2,1990,47
79753,urn:catalog:mo:tropicos:79753,cerón martínez 8768,sclerolobium,sclerolobium paniculatum,16,2,1990,47
,6effb374-62b7-487a-9899-fd5b7b584dad,782,scleronema,scleronema benth.,20,8,2003,232
,adb960e7-c1f1-4bca-8e1b-3ebe01b6ad7a,781,scleronema,scleronema praecox,20,8,2003,232
492582,urn:catalog:mo:tropicos:492582,miller 2161,scutellaria,scutellaria alborosea,23,6,1986,174
492726,urn:catalog:mo:tropicos:492726,miller 2240,scutellaria,scutellaria aurata,28,6,1986,179
1330245,urn:catalog:mo:tropicos:1330245,neill 11251,scutellaria,scutellaria aurata,7,1,1998,7
454834,urn:catalog:mo:tropicos:454834,cerón martínez 627,scutellaria,scutellaria coccinea,17,1,1987,17
453975,urn:catalog:mo:tropicos:453975,cerón martínez 6014,scutellaria,scutellaria coccinea,23,1,1989,23
505293,urn:catalog:mo:tropicos:505293,cerón martínez 1088,scutellaria,scutellaria coccinea,19,3,1987,78
501281,urn:catalog:mo:tropicos:501281,neill 7238,scutellaria,scutellaria coccinea,23,8,1986,235
101050745,urn:catalog:mo:tropicos:101050745,neill 18422,scutellaria,scutellaria coccinea,6,2,2018,37
101050745,urn:catalog:mo:tropicos:101050745,neill 18422,scutellaria,scutellaria coccinea,6,2,2018,37
3092995,http://n2t.net/ark:/65665/32b3fcd80-fb35-48d8-8879-9e47e516a2d2,7238,scutellaria,scutellaria incarnata,23,8,1986,235
206852,24390a85-4f8a-46c5-9089-4bb566fb37f1,60120,secondatia,secondatia densiflora,30,12,1987,364
422663,urn:catalog:mo:tropicos:422663,gentry 60120,secondatia,secondatia densiflora,30,12,1987,364
3539684,http://n2t.net/ark:/65665/321f3f978-f76f-4e34-a298-baabd2bc594c,7591,securidaca,securidaca paniculata,30,6,1995,181
asu0001850,10c66428-afa0-4c99-a06c-fb3c8b722a45,10683,selaginella,selaginella anceps,16,6,2003,167
brit461843,50528fe2-5b44-4f5c-9ff7-6697533ec182,10683,selaginella,selaginella anceps,16,6,2003,167
3843671,6a49ad5b-12d6-4e59-84ec-2e2a0a3ad907,10683,selaginella,selaginella anceps,16,6,2003,167
asu0001851,7e352a8a-5b02-42a7-b42b-08966fcfb8d5,10683,selaginella,selaginella anceps,16,6,2003,167
882511,urn:catalog:mo:tropicos:882511,abbott 15576,selaginella,selaginella anceps,14,11,1994,318
28549,urn:catalog:mo:tropicos:28549,cerón martínez 3689,selaginella,selaginella anceps,17,2,1988,48
100955076,urn:catalog:mo:tropicos:100955076,kennedy rk98-8-3-9,selaginella,selaginella anceps,8,12,1998,342
100955076,urn:catalog:mo:tropicos:100955076,kennedy rk98-8-3-9,selaginella,selaginella anceps,8,12,1998,342
190033,6b22949b-e2ae-4277-b55e-7607e1578431,15646,selaginella,selaginella arthritica,21,11,1994,325
28048,urn:catalog:mo:tropicos:28048,miller 2228,selaginella,selaginella arthritica,24,6,1986,175
42440,urn:catalog:mo:tropicos:42440,fay 2659a,selaginella,selaginella arthritica,12,9,1990,255
2428,urn:catalog:mo:tropicos:2428,fay 2684a,selaginella,selaginella arthritica,12,9,1990,255
25652,urn:catalog:mo:tropicos:25652,cerón martínez 2696,selaginella,selaginella articulata,11,12,1987,345
1132882,0846844c-f0e3-4fc9-af77-af6464f6c907,4335,selaginella,selaginella articulata,1,8,1990,213
28521,urn:catalog:mo:tropicos:28521,cerón martínez 3678,selaginella,selaginella bombycina,17,2,1988,48
25241,urn:catalog:mo:tropicos:25241,cerón martínez 750,selaginella,selaginella diffusa,17,1,1987,17
